aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
LIT,3,808,89,66,"['Late Aircraft (4996 min)', 'Carrier (3061 min)', 'NAS (1695 min)']"
LIT,4,869,117,77,"['Carrier (7369 min)', 'Late Aircraft (5961 min)', 'Weather (2043 min)']"
LIT,5,753,193,141,"['Late Aircraft (9635 min)', 'Carrier (8128 min)', 'NAS (5331 min)']"
LIT,6,847,166,107,"['Late Aircraft (9877 min)', 'Carrier (7341 min)', 'NAS (3413 min)']"
LIT,7,812,218,128,"['Late Aircraft (11206 min)', 'Carrier (10592 min)', 'NAS (5054 min)']"
LIT,8,900,120,62,"['Late Aircraft (5203 min)', 'Carrier (3600 min)', 'NAS (2264 min)']"
LIT,9,876,111,55,"['Late Aircraft (4399 min)', 'Carrier (4149 min)', 'NAS (1530 min)']"
LIT,10,1026,91,45,"['Carrier (4088 min)', 'Late Aircraft (3470 min)', 'NAS (1570 min)']"
LIT,11,886,90,37,"['Carrier (3226 min)', 'Late Aircraft (2865 min)', 'NAS (1900 min)']"
LIT,12,774,133,70,"['Carrier (4807 min)', 'Late Aircraft (4660 min)', 'NAS (3220 min)']"
LNK,1,27,9,9,"['Late Aircraft (807 min)', 'Weather (556 min)', 'NAS (252 min)']"
LNK,2,47,6,2,"['Carrier (124 min)', 'Weather (0 min)', 'NAS (0 min)']"
LNK,3,37,3,2,"['Carrier (568 min)', 'Late Aircraft (34 min)', 'NAS (11 min)']"
LNK,4,72,8,10,"['Carrier (2890 min)', 'Late Aircraft (753 min)', 'NAS (31 min)']"
LNK,5,87,21,21,"['Late Aircraft (1972 min)', 'Carrier (1395 min)', 'Weather (796 min)']"
LNK,6,174,19,15,"['Carrier (1353 min)', 'Late Aircraft (924 min)', 'Weather (422 min)']"
LNK,7,168,20,23,"['Carrier (1739 min)', 'Late Aircraft (1534 min)', 'Weather (446 min)']"
LNK,8,152,33,18,"['Carrier (2365 min)', 'Late Aircraft (1032 min)', 'NAS (967 min)']"
LNK,9,153,14,15,"['Carrier (2445 min)', 'Late Aircraft (607 min)', 'Weather (176 min)']"
LNK,10,196,10,10,"['Carrier (1082 min)', 'Weather (448 min)', 'Late Aircraft (123 min)']"
LNK,11,170,16,11,"['Carrier (851 min)', 'Late Aircraft (446 min)', 'Weather (229 min)']"
LNK,12,129,15,15,"['Carrier (1336 min)', 'Late Aircraft (967 min)', 'NAS (112 min)']"
LRD,1,96,15,16,"['Late Aircraft (1304 min)', 'NAS (632 min)', 'Carrier (504 min)']"
LRD,2,107,12,2,"['Late Aircraft (396 min)', 'NAS (319 min)', 'Carrier (22 min)']"
LRD,3,102,12,11,"['Late Aircraft (1061 min)', 'NAS (532 min)', 'Carrier (353 min)']"
LRD,4,121,9,18,"['NAS (1007 min)', 'Carrier (989 min)', 'Late Aircraft (912 min)']"
LRD,5,106,19,26,"['NAS (2750 min)', 'Late Aircraft (2449 min)', 'Carrier (1407 min)']"
LRD,6,118,31,11,"['Late Aircraft (1238 min)', 'NAS (420 min)', 'Carrier (385 min)']"
LRD,7,127,24,20,"['Carrier (2405 min)', 'Late Aircraft (1793 min)', 'NAS (941 min)']"
LRD,8,140,15,5,"['Late Aircraft (793 min)', 'NAS (366 min)', 'Carrier (135 min)']"
LRD,9,125,10,5,"['Carrier (1526 min)', 'Late Aircraft (555 min)', 'NAS (167 min)']"
LRD,10,135,8,8,"['NAS (452 min)', 'Carrier (315 min)', 'Late Aircraft (291 min)']"
LRD,11,127,9,13,"['Late Aircraft (894 min)', 'Carrier (535 min)', 'NAS (196 min)']"
LRD,12,131,15,12,"['Late Aircraft (1333 min)', 'NAS (1244 min)', 'Weather (213 min)']"
LSE,1,1,2,1,"['Carrier (99 min)', 'Weather (0 min)', 'NAS (0 min)']"
LSE,2,3,0,0,"['Carrier (0 min)', 'Weather (0 min)', 'NAS (0 min)']"
LSE,5,38,4,7,"['Late Aircraft (530 min)', 'NAS (440 min)', 'Carrier (92 min)']"
LSE,6,12,1,0,"['Late Aircraft (15 min)', 'NAS (1 min)', 'Carrier (0 min)']"
LSE,7,39,7,4,"['Late Aircraft (430 min)', 'Carrier (272 min)', 'NAS (143 min)']"
LSE,8,30,2,2,"['Carrier (416 min)', 'NAS (57 min)', 'Late Aircraft (26 min)']"
LSE,9,62,6,3,"['Late Aircraft (245 min)', 'NAS (240 min)', 'Carrier (160 min)']"
LSE,10,37,1,2,"['Carrier (136 min)', 'Late Aircraft (57 min)', 'NAS (44 min)']"
LSE,11,45,2,2,"['Carrier (1030 min)', 'NAS (149 min)', 'Late Aircraft (96 min)']"
LSE,12,8,1,0,"['Late Aircraft (15 min)', 'NAS (11 min)', 'Carrier (0 min)']"
LWS,1,64,11,13,"['Carrier (1485 min)', 'Weather (254 min)', 'Late Aircraft (224 min)']"
LWS,2,74,4,8,"['Carrier (1562 min)', 'Weather (212 min)', 'Late Aircraft (145 min)']"
LWS,3,85,3,3,"['Late Aircraft (484 min)', 'Carrier (396 min)', 'NAS (21 min)']"
LWS,4,82,3,4,"['Carrier (457 min)', 'Weather (79 min)', 'NAS (0 min)']"
LWS,5,81,6,2,"['Weather (553 min)', 'Carrier (336 min)', 'NAS (10 min)']"
LWS,6,73,4,5,"['Carrier (1121 min)', 'Weather (0 min)', 'NAS (0 min)']"
LWS,7,82,7,3,"['Carrier (1460 min)', 'Weather (60 min)', 'NAS (0 min)']"
LWS,8,81,6,3,"['Carrier (359 min)', 'Weather (39 min)', 'NAS (25 min)']"
LWS,9,81,5,4,"['Carrier (1251 min)', 'Late Aircraft (298 min)', 'NAS (33 min)']"
LWS,10,82,8,2,"['Carrier (466 min)', 'NAS (215 min)', 'Security (16 min)']"
LWS,11,84,6,0,"['Carrier (255 min)', 'Weather (19 min)', 'NAS (0 min)']"
LWS,12,83,1,8,"['Carrier (1441 min)', 'Weather (983 min)', 'NAS (83 min)']"
MAF,1,554,66,46,"['Late Aircraft (4566 min)', 'Carrier (1845 min)', 'NAS (1659 min)']"
MAF,2,579,39,16,"['Carrier (2328 min)', 'Late Aircraft (985 min)', 'NAS (767 min)']"
MAF,3,609,58,37,"['Late Aircraft (3177 min)', 'Carrier (1864 min)', 'NAS (1229 min)']"
MAF,4,689,70,55,"['Late Aircraft (5457 min)', 'Carrier (2330 min)', 'NAS (2128 min)']"
MAF,5,574,135,111,"['Late Aircraft (7983 min)', 'Carrier (6389 min)', 'Weather (5137 min)']"
MAF,6,606,137,85,"['Late Aircraft (5676 min)', 'Carrier (5507 min)', 'Weather (2324 min)']"
MAF,7,598,129,74,"['Late Aircraft (6075 min)', 'Carrier (5842 min)', 'NAS (1563 min)']"
MAF,8,715,75,45,"['Carrier (4607 min)', 'Late Aircraft (2787 min)', 'NAS (1068 min)']"
MAF,9,671,74,25,"['Carrier (2878 min)', 'Late Aircraft (1976 min)', 'NAS (651 min)']"
MAF,10,737,54,27,"['Carrier (2613 min)', 'Late Aircraft (1691 min)', 'Weather (790 min)']"
MAF,11,706,59,36,"['Carrier (2527 min)', 'Late Aircraft (1955 min)', 'NAS (1182 min)']"
MAF,12,679,75,54,"['Late Aircraft (3336 min)', 'Carrier (3039 min)', 'Weather (2585 min)']"
MBS,1,79,22,38,"['Carrier (2877 min)', 'Weather (2060 min)', 'Late Aircraft (1055 min)']"
MBS,2,134,6,9,"['Carrier (1421 min)', 'Late Aircraft (628 min)', 'Weather (206 min)']"
MBS,3,149,7,9,"['Carrier (1440 min)', 'Late Aircraft (543 min)', 'NAS (225 min)']"
MBS,4,146,9,11,"['Carrier (873 min)', 'NAS (673 min)', 'Late Aircraft (159 min)']"
MBS,5,134,17,22,"['Carrier (1468 min)', 'Late Aircraft (986 min)', 'NAS (637 min)']"
MBS,6,149,13,22,"['Carrier (3131 min)', 'Weather (981 min)', 'NAS (145 min)']"
MBS,7,150,23,21,"['Carrier (1599 min)', 'Late Aircraft (848 min)', 'Weather (632 min)']"
MBS,8,162,17,20,"['Carrier (2772 min)', 'Late Aircraft (1031 min)', 'NAS (339 min)']"
MBS,9,169,13,8,"['Carrier (722 min)', 'Late Aircraft (546 min)', 'NAS (103 min)']"
MBS,10,170,18,16,"['Carrier (2859 min)', 'Late Aircraft (282 min)', 'Weather (101 min)']"
MBS,11,153,14,18,"['Carrier (1769 min)', 'Weather (925 min)', 'Late Aircraft (225 min)']"
MBS,12,132,32,25,"['Carrier (2367 min)', 'Weather (1440 min)', 'Late Aircraft (717 min)']"
MCI,1,2650,558,292,"['Late Aircraft (25341 min)', 'Carrier (23948 min)', 'NAS (17791 min)']"
MCI,2,2948,294,123,"['Carrier (13714 min)', 'Late Aircraft (9549 min)', 'NAS (6534 min)']"
MCI,3,3392,467,174,"['Late Aircraft (17618 min)', 'Carrier (9992 min)', 'NAS (8407 min)']"
MCI,4,3287,504,211,"['Late Aircraft (22771 min)', 'Carrier (11854 min)', 'NAS (6594 min)']"
MCI,5,3296,599,367,"['Late Aircraft (35957 min)', 'NAS (15806 min)', 'Carrier (15347 min)']"
MCI,6,3465,631,290,"['Late Aircraft (30201 min)', 'Carrier (18052 min)', 'NAS (12863 min)']"
MCI,7,3344,698,405,"['Late Aircraft (42106 min)', 'Carrier (25355 min)', 'NAS (14732 min)']"
MCI,8,3541,480,247,"['Late Aircraft (23873 min)', 'NAS (13225 min)', 'Carrier (11356 min)']"
MCI,9,3638,323,119,"['Late Aircraft (10778 min)', 'Carrier (8318 min)', 'NAS (4996 min)']"
MCI,10,3878,323,117,"['Late Aircraft (12243 min)', 'Carrier (10680 min)', 'NAS (4405 min)']"
MCI,11,3427,338,153,"['Carrier (11490 min)', 'Late Aircraft (11359 min)', 'NAS (7766 min)']"
MCI,12,3033,519,194,"['Late Aircraft (17448 min)', 'Carrier (11733 min)', 'NAS (7374 min)']"
MCO,1,9705,2549,1231,"['Late Aircraft (109851 min)', 'Carrier (84853 min)', 'NAS (53794 min)']"
MCO,2,10706,1777,800,"['Late Aircraft (62498 min)', 'Carrier (55835 min)', 'NAS (35277 min)']"
MCO,3,10587,2786,1830,"['Late Aircraft (159914 min)', 'Carrier (107866 min)', 'NAS (90312 min)']"
MCO,4,10865,1900,1030,"['Late Aircraft (93784 min)', 'Carrier (61300 min)', 'NAS (36769 min)']"
MCO,5,9685,2395,1506,"['Late Aircraft (128021 min)', 'Carrier (81782 min)', 'NAS (74525 min)']"
MCO,6,8809,2276,1695,"['Late Aircraft (127946 min)', 'Carrier (78850 min)', 'NAS (61084 min)']"
MCO,7,8183,2605,1999,"['Late Aircraft (154910 min)', 'Carrier (116717 min)', 'NAS (79340 min)']"
MCO,8,7908,2191,1516,"['Late Aircraft (110828 min)', 'Carrier (70219 min)', 'NAS (68468 min)']"
MCO,9,8803,1232,459,"['Carrier (35798 min)', 'Late Aircraft (33291 min)', 'NAS (27083 min)']"
MCO,10,9440,1209,427,"['Carrier (33785 min)', 'Late Aircraft (31635 min)', 'NAS (10013 min)']"
MCO,11,10426,1353,514,"['Late Aircraft (36268 min)', 'Carrier (32812 min)', 'NAS (27074 min)']"
MCO,12,10074,2035,1133,"['Late Aircraft (95212 min)', 'Carrier (60481 min)', 'NAS (35735 min)']"
MCW,1,24,7,7,"['Late Aircraft (725 min)', 'Weather (344 min)', 'Carrier (287 min)']"
MCW,2,39,0,3,"['Carrier (242 min)', 'Late Aircraft (111 min)', 'NAS (13 min)']"
MCW,3,39,5,7,"['Late Aircraft (1520 min)', 'Carrier (762 min)', 'NAS (126 min)']"
MCW,4,43,3,4,"['Late Aircraft (1156 min)', 'Carrier (168 min)', 'NAS (15 min)']"
MCW,5,42,4,5,"['Carrier (494 min)', 'Late Aircraft (445 min)', 'NAS (196 min)']"
MCW,6,38,6,7,"['Late Aircraft (1785 min)', 'NAS (84 min)', 'Carrier (0 min)']"
MCW,7,39,6,7,"['Late Aircraft (2601 min)', 'NAS (199 min)', 'Carrier (159 min)']"
MCW,8,34,10,8,"['Late Aircraft (1028 min)', 'Carrier (527 min)', 'NAS (216 min)']"
MCW,9,42,2,5,"['Late Aircraft (1330 min)', 'Carrier (45 min)', 'Weather (30 min)']"
MCW,10,44,3,2,"['Late Aircraft (88 min)', 'Carrier (87 min)', 'Weather (0 min)']"
MCW,11,36,4,9,"['Carrier (1926 min)', 'Weather (1225 min)', 'Late Aircraft (562 min)']"
MCW,12,40,3,4,"['Late Aircraft (456 min)', 'Carrier (100 min)', 'NAS (56 min)']"
MDT,1,257,31,31,"['Late Aircraft (2901 min)', 'Carrier (2121 min)', 'NAS (1480 min)']"
MDT,2,255,27,17,"['Carrier (2342 min)', 'Late Aircraft (869 min)', 'NAS (519 min)']"
MDT,3,306,38,17,"['Late Aircraft (2041 min)', 'NAS (1227 min)', 'Carrier (909 min)']"
MDT,4,422,42,15,"['Late Aircraft (1503 min)', 'Carrier (1025 min)', 'NAS (874 min)']"
MDT,5,364,58,44,"['Late Aircraft (4291 min)', 'Carrier (1907 min)', 'NAS (1518 min)']"
MDT,6,377,67,41,"['Carrier (3618 min)', 'Late Aircraft (3388 min)', 'NAS (1620 min)']"
MDT,7,346,74,64,"['Carrier (6298 min)', 'Late Aircraft (5012 min)', 'NAS (1180 min)']"
MDT,8,343,63,48,"['Carrier (6224 min)', 'Late Aircraft (4924 min)', 'Weather (1829 min)']"
MDT,9,323,48,29,"['Late Aircraft (2221 min)', 'Carrier (2136 min)', 'NAS (582 min)']"
MDT,10,401,36,20,"['Carrier (3011 min)', 'Late Aircraft (1768 min)', 'Weather (326 min)']"
MDT,11,363,42,28,"['Carrier (2759 min)', 'Late Aircraft (1228 min)', 'Weather (478 min)']"
MDT,12,284,55,46,"['Carrier (3528 min)', 'Late Aircraft (3085 min)', 'NAS (1153 min)']"
MDW,1,3750,1026,411,"['Late Aircraft (35559 min)', 'Carrier (31710 min)', 'NAS (17020 min)']"
MDW,2,4307,559,144,"['Carrier (11166 min)', 'Late Aircraft (10556 min)', 'NAS (7345 min)']"
MDW,3,4865,1196,407,"['Late Aircraft (33017 min)', 'Carrier (27352 min)', 'NAS (14633 min)']"
MDW,4,5169,1137,353,"['Late Aircraft (33330 min)', 'Carrier (26058 min)', 'NAS (13947 min)']"
MDW,5,4479,1635,770,"['Late Aircraft (67946 min)', 'Carrier (38414 min)', 'NAS (25452 min)']"
MDW,6,4961,1824,706,"['Late Aircraft (66458 min)', 'Carrier (49695 min)', 'NAS (21420 min)']"
MDW,7,5019,1929,808,"['Late Aircraft (66616 min)', 'Carrier (54630 min)', 'NAS (22604 min)']"
MDW,8,5251,1358,490,"['Late Aircraft (36106 min)', 'Carrier (30103 min)', 'NAS (21649 min)']"
MDW,9,5623,964,179,"['Carrier (18880 min)', 'Late Aircraft (14647 min)', 'NAS (8766 min)']"
MDW,10,5577,830,182,"['Carrier (15115 min)', 'Late Aircraft (15110 min)', 'NAS (4507 min)']"
MDW,11,4889,640,233,"['Late Aircraft (21997 min)', 'Carrier (14332 min)', 'NAS (8835 min)']"
MDW,12,4331,1117,337,"['Late Aircraft (27566 min)', 'Carrier (23446 min)', 'NAS (9529 min)']"
MEI,1,16,3,4,"['Late Aircraft (146 min)', 'Carrier (93 min)', 'Weather (0 min)']"
MEI,2,25,3,5,"['Late Aircraft (483 min)', 'Weather (216 min)', 'Carrier (68 min)']"
MEI,3,43,2,4,"['Carrier (983 min)', 'Weather (254 min)', 'NAS (207 min)']"
MEI,4,41,3,4,"['Carrier (1433 min)', 'Late Aircraft (103 min)', 'NAS (24 min)']"
MEI,5,37,5,10,"['Late Aircraft (1351 min)', 'NAS (895 min)', 'Weather (490 min)']"
MEI,6,45,1,4,"['Late Aircraft (1548 min)', 'Carrier (443 min)', 'NAS (48 min)']"
MEI,7,33,4,9,"['Late Aircraft (754 min)', 'Carrier (354 min)', 'NAS (224 min)']"
MEI,8,46,7,0,"['Late Aircraft (84 min)', 'Carrier (49 min)', 'NAS (31 min)']"
MEI,9,46,2,3,"['Carrier (442 min)', 'Late Aircraft (339 min)', 'NAS (14 min)']"
MEI,10,48,3,2,"['Carrier (308 min)', 'NAS (4 min)', 'Weather (0 min)']"
MEI,11,47,4,1,"['NAS (157 min)', 'Carrier (124 min)', 'Weather (0 min)']"
MEI,12,43,7,1,"['Late Aircraft (194 min)', 'Carrier (150 min)', 'NAS (90 min)']"
MEM,1,1247,213,116,"['Late Aircraft (9923 min)', 'NAS (7221 min)', 'Weather (6782 min)']"
MEM,2,1360,110,46,"['Carrier (6166 min)', 'Late Aircraft (2307 min)', 'NAS (2232 min)']"
MEM,3,1481,192,90,"['Late Aircraft (7000 min)', 'Carrier (6379 min)', 'NAS (3530 min)']"
MEM,4,1541,152,96,"['Carrier (9002 min)', 'Late Aircraft (7505 min)', 'NAS (3188 min)']"
MEM,5,1448,306,184,"['Late Aircraft (15597 min)', 'Carrier (14687 min)', 'NAS (8294 min)']"
MEM,6,1621,267,160,"['Late Aircraft (12662 min)', 'Carrier (10831 min)', 'NAS (6439 min)']"
MEM,7,1487,293,243,"['Carrier (20081 min)', 'Late Aircraft (19552 min)', 'NAS (7647 min)']"
MEM,8,1656,189,107,"['Carrier (10343 min)', 'Late Aircraft (9474 min)', 'NAS (6129 min)']"
MEM,9,1578,169,71,"['Late Aircraft (7919 min)', 'NAS (3855 min)', 'Carrier (3430 min)']"
MEM,10,1703,151,70,"['Late Aircraft (5758 min)', 'Carrier (4995 min)', 'NAS (2472 min)']"
MEM,11,1521,138,76,"['Carrier (5004 min)', 'NAS (4293 min)', 'Late Aircraft (4280 min)']"
MEM,12,1392,226,98,"['Late Aircraft (11054 min)', 'Carrier (6872 min)', 'NAS (4825 min)']"
MFE,1,220,32,22,"['Late Aircraft (3789 min)', 'Carrier (2006 min)', 'NAS (920 min)']"
MFE,2,251,22,12,"['Carrier (1059 min)', 'NAS (835 min)', 'Late Aircraft (738 min)']"
MFE,3,231,26,26,"['Late Aircraft (2296 min)', 'Carrier (1173 min)', 'NAS (1110 min)']"
MFE,4,231,30,30,"['Carrier (2189 min)', 'Late Aircraft (1575 min)', 'Weather (1520 min)']"
MFE,5,252,39,76,"['Carrier (6295 min)', 'Late Aircraft (4584 min)', 'NAS (2184 min)']"
MFE,6,286,53,57,"['Carrier (5444 min)', 'Late Aircraft (4537 min)', 'NAS (1620 min)']"
MFE,7,325,64,66,"['Late Aircraft (6529 min)', 'Carrier (4399 min)', 'NAS (1323 min)']"
MFE,8,363,38,46,"['Carrier (4092 min)', 'Late Aircraft (3429 min)', 'NAS (489 min)']"
MFE,9,378,33,23,"['Late Aircraft (1685 min)', 'Carrier (1577 min)', 'NAS (416 min)']"
MFE,10,435,34,13,"['Carrier (2146 min)', 'Late Aircraft (1876 min)', 'NAS (392 min)']"
MFE,11,329,40,31,"['Carrier (2130 min)', 'Late Aircraft (1886 min)', 'NAS (1004 min)']"
MFE,12,369,38,36,"['Carrier (2573 min)', 'Late Aircraft (2086 min)', 'NAS (1410 min)']"
MFR,1,285,25,29,"['Carrier (2769 min)', 'Weather (1693 min)', 'Late Aircraft (1532 min)']"
MFR,2,273,26,28,"['NAS (2461 min)', 'Carrier (1167 min)', 'Late Aircraft (393 min)']"
MFR,3,291,36,22,"['Carrier (1982 min)', 'NAS (1863 min)', 'Late Aircraft (583 min)']"
MFR,4,300,23,19,"['Carrier (2910 min)', 'NAS (1147 min)', 'Late Aircraft (521 min)']"
MFR,5,302,36,21,"['Carrier (3689 min)', 'Late Aircraft (736 min)', 'NAS (556 min)']"
MFR,6,299,46,24,"['Carrier (2278 min)', 'NAS (762 min)', 'Late Aircraft (505 min)']"
MFR,7,299,42,36,"['Carrier (3695 min)', 'Late Aircraft (1896 min)', 'Weather (356 min)']"
MFR,8,313,32,23,"['Carrier (3943 min)', 'Weather (1223 min)', 'Late Aircraft (724 min)']"
MFR,9,303,32,18,"['Carrier (2249 min)', 'Weather (605 min)', 'Late Aircraft (429 min)']"
MFR,10,337,30,11,"['Carrier (782 min)', 'NAS (511 min)', 'Weather (427 min)']"
MFR,11,299,27,21,"['Carrier (3455 min)', 'Weather (1833 min)', 'Late Aircraft (1755 min)']"
MFR,12,288,34,27,"['Weather (2356 min)', 'Late Aircraft (2174 min)', 'Carrier (1393 min)']"
MGM,1,128,31,21,"['Carrier (2290 min)', 'Late Aircraft (1727 min)', 'Weather (811 min)']"
MGM,2,152,23,8,"['Carrier (872 min)', 'Late Aircraft (557 min)', 'NAS (324 min)']"
MGM,3,170,24,11,"['Carrier (1658 min)', 'Late Aircraft (978 min)', 'NAS (312 min)']"
MGM,4,170,15,12,"['Weather (761 min)', 'Carrier (606 min)', 'Late Aircraft (485 min)']"
MGM,5,161,18,26,"['Carrier (2943 min)', 'Weather (1918 min)', 'Late Aircraft (1539 min)']"
MGM,6,171,32,16,"['Carrier (1524 min)', 'Late Aircraft (1366 min)', 'Weather (496 min)']"
MGM,7,159,27,38,"['Carrier (2777 min)', 'Late Aircraft (2400 min)', 'NAS (1054 min)']"
MGM,8,196,25,8,"['Weather (1545 min)', 'Late Aircraft (626 min)', 'Carrier (574 min)']"
MGM,9,182,18,16,"['Late Aircraft (1618 min)', 'Carrier (326 min)', 'NAS (313 min)']"
MGM,10,184,17,8,"['Late Aircraft (697 min)', 'Carrier (646 min)', 'NAS (130 min)']"
MGM,11,179,30,10,"['Carrier (1396 min)', 'NAS (528 min)', 'Late Aircraft (365 min)']"
MGM,12,160,44,26,"['Carrier (4081 min)', 'Late Aircraft (1380 min)', 'NAS (868 min)']"
MGW,12,20,4,11,"['Late Aircraft (1362 min)', 'Carrier (1316 min)', 'NAS (60 min)']"
MHK,1,67,11,8,"['Late Aircraft (677 min)', 'Weather (562 min)', 'NAS (383 min)']"
MHK,2,60,1,2,"['Carrier (225 min)', 'NAS (62 min)', 'Weather (0 min)']"
MHK,3,41,4,2,"['Carrier (650 min)', 'Late Aircraft (113 min)', 'NAS (77 min)']"
MHK,4,47,5,4,"['Carrier (201 min)', 'Late Aircraft (85 min)', 'NAS (52 min)']"
MHK,5,43,7,9,"['NAS (558 min)', 'Late Aircraft (449 min)', 'Carrier (314 min)']"
MHK,6,68,10,6,"['Weather (783 min)', 'Carrier (412 min)', 'Late Aircraft (406 min)']"
MHK,7,77,9,5,"['Late Aircraft (355 min)', 'Carrier (268 min)', 'NAS (166 min)']"
MHK,8,75,9,3,"['Carrier (256 min)', 'Late Aircraft (232 min)', 'NAS (99 min)']"
MHK,9,57,5,2,"['NAS (206 min)', 'Carrier (69 min)', 'Late Aircraft (59 min)']"
MHK,10,66,5,4,"['Late Aircraft (319 min)', 'NAS (20 min)', 'Carrier (3 min)']"
MHK,11,61,4,4,"['Late Aircraft (413 min)', 'NAS (284 min)', 'Weather (65 min)']"
MHK,12,68,8,4,"['NAS (342 min)', 'Late Aircraft (215 min)', 'Carrier (207 min)']"
MHT,1,258,41,33,"['Late Aircraft (2755 min)', 'Carrier (2065 min)', 'NAS (1610 min)']"
MHT,2,246,28,12,"['Carrier (894 min)', 'NAS (664 min)', 'Late Aircraft (595 min)']"
MHT,3,311,53,30,"['NAS (2673 min)', 'Late Aircraft (2505 min)', 'Carrier (1207 min)']"
MHT,4,366,52,23,"['Late Aircraft (2564 min)', 'Carrier (1982 min)', 'NAS (1461 min)']"
MHT,5,364,66,37,"['Late Aircraft (4905 min)', 'NAS (2098 min)', 'Carrier (1913 min)']"
MHT,6,413,51,24,"['Late Aircraft (3790 min)', 'Carrier (1160 min)', 'NAS (1151 min)']"
MHT,7,343,94,53,"['Late Aircraft (5342 min)', 'Carrier (3116 min)', 'NAS (2080 min)']"
MHT,8,439,63,45,"['Late Aircraft (4257 min)', 'Carrier (4186 min)', 'NAS (3221 min)']"
MHT,9,477,36,19,"['Late Aircraft (2804 min)', 'NAS (720 min)', 'Carrier (676 min)']"
MHT,10,453,63,25,"['Carrier (1893 min)', 'Late Aircraft (1758 min)', 'NAS (499 min)']"
MHT,11,352,22,13,"['Late Aircraft (1588 min)', 'NAS (344 min)', 'Carrier (263 min)']"
MHT,12,330,52,24,"['Late Aircraft (2519 min)', 'Carrier (1765 min)', 'NAS (1139 min)']"
MIA,1,6670,2083,984,"['Late Aircraft (89928 min)', 'Carrier (72069 min)', 'NAS (44207 min)']"
MIA,2,7294,1405,678,"['Late Aircraft (65562 min)', 'Carrier (49459 min)', 'NAS (32435 min)']"
MIA,3,6894,1899,1360,"['Late Aircraft (132056 min)', 'Carrier (90583 min)', 'NAS (60884 min)']"
MIA,4,7212,1371,760,"['Late Aircraft (66472 min)', 'Carrier (57211 min)', 'NAS (27765 min)']"
MIA,5,6248,1836,1227,"['Late Aircraft (107634 min)', 'Carrier (80218 min)', 'NAS (51650 min)']"
MIA,6,4879,1708,1338,"['Late Aircraft (117822 min)', 'Carrier (71605 min)', 'NAS (45657 min)']"
MIA,7,5208,1735,1328,"['Late Aircraft (119963 min)', 'Carrier (93606 min)', 'NAS (43778 min)']"
MIA,8,4954,1627,1392,"['Late Aircraft (107857 min)', 'Carrier (62197 min)', 'NAS (42327 min)']"
MIA,9,5880,903,430,"['Carrier (33069 min)', 'Late Aircraft (25291 min)', 'NAS (25112 min)']"
MIA,10,6657,823,394,"['Carrier (30978 min)', 'Late Aircraft (30033 min)', 'NAS (8166 min)']"
MIA,11,7177,970,469,"['Carrier (33130 min)', 'Late Aircraft (32775 min)', 'NAS (14277 min)']"
MIA,12,6855,1712,864,"['Late Aircraft (68487 min)', 'Carrier (61142 min)', 'NAS (31742 min)']"
MKE,1,1422,265,195,"['Carrier (17887 min)', 'Late Aircraft (15237 min)', 'NAS (10864 min)']"
MKE,2,1664,186,63,"['Late Aircraft (6765 min)', 'Carrier (4976 min)', 'NAS (3564 min)']"
MKE,3,1978,302,187,"['Late Aircraft (15849 min)', 'Carrier (9855 min)', 'NAS (9402 min)']"
MKE,4,1935,199,138,"['Late Aircraft (12449 min)', 'Carrier (9201 min)', 'NAS (5527 min)']"
MKE,5,1834,273,218,"['Late Aircraft (17926 min)', 'Carrier (14271 min)', 'NAS (9385 min)']"
MKE,6,1906,292,169,"['Late Aircraft (13499 min)', 'Carrier (10909 min)', 'NAS (9243 min)']"
MKE,7,1879,361,255,"['Late Aircraft (22138 min)', 'Carrier (19553 min)', 'NAS (10486 min)']"
MKE,8,2079,256,168,"['Late Aircraft (11971 min)', 'Carrier (10818 min)', 'NAS (7891 min)']"
MKE,9,2036,202,90,"['Carrier (9859 min)', 'Late Aircraft (5114 min)', 'NAS (3988 min)']"
MKE,10,2172,198,93,"['Carrier (11638 min)', 'Late Aircraft (6664 min)', 'NAS (1967 min)']"
MKE,11,1831,192,89,"['Carrier (9061 min)', 'Late Aircraft (6409 min)', 'NAS (3104 min)']"
MKE,12,1683,279,160,"['Carrier (14443 min)', 'Late Aircraft (11716 min)', 'NAS (6162 min)']"
MLB,1,174,23,19,"['Late Aircraft (2597 min)', 'Carrier (507 min)', 'NAS (272 min)']"
MLB,2,191,21,3,"['Late Aircraft (684 min)', 'Carrier (242 min)', 'NAS (136 min)']"
MLB,3,196,37,10,"['Late Aircraft (995 min)', 'Carrier (947 min)', 'NAS (253 min)']"
MLB,4,209,19,14,"['Late Aircraft (1694 min)', 'Carrier (722 min)', 'NAS (483 min)']"
MLB,5,193,22,20,"['Late Aircraft (2201 min)', 'Carrier (756 min)', 'NAS (666 min)']"
MLB,6,188,16,14,"['Late Aircraft (991 min)', 'Carrier (691 min)', 'NAS (263 min)']"
MLB,7,168,24,27,"['Late Aircraft (2537 min)', 'NAS (1056 min)', 'Carrier (979 min)']"
MLB,8,171,23,20,"['Late Aircraft (1909 min)', 'Weather (574 min)', 'NAS (473 min)']"
MLB,9,194,12,8,"['NAS (462 min)', 'Late Aircraft (439 min)', 'Carrier (388 min)']"
