aeroporto_partenza,mese,numero_ritardi_basso,numero_ritardi_medio,numero_ritardi_alto,cause_maggiori
MLB,10,195,7,7,"['Late Aircraft (615 min)', 'NAS (225 min)', 'Carrier (212 min)']"
MLB,11,208,17,5,"['Late Aircraft (506 min)', 'Carrier (444 min)', 'NAS (176 min)']"
MLB,12,208,33,14,"['Late Aircraft (1831 min)', 'Carrier (1472 min)', 'NAS (500 min)']"
MLI,1,194,41,44,"['Late Aircraft (4009 min)', 'Weather (2638 min)', 'Carrier (2538 min)']"
MLI,2,253,21,16,"['Carrier (2472 min)', 'NAS (725 min)', 'Late Aircraft (651 min)']"
MLI,3,290,32,22,"['Carrier (1498 min)', 'NAS (1296 min)', 'Late Aircraft (955 min)']"
MLI,4,246,36,15,"['Carrier (2877 min)', 'Late Aircraft (1562 min)', 'NAS (826 min)']"
MLI,5,260,42,52,"['Carrier (4210 min)', 'Late Aircraft (3931 min)', 'NAS (2734 min)']"
MLI,6,279,36,31,"['Late Aircraft (4074 min)', 'Carrier (1467 min)', 'NAS (711 min)']"
MLI,7,269,56,46,"['Late Aircraft (3771 min)', 'Carrier (2392 min)', 'NAS (1133 min)']"
MLI,8,281,35,29,"['Carrier (2013 min)', 'Late Aircraft (1830 min)', 'NAS (1096 min)']"
MLI,9,288,30,16,"['Carrier (1484 min)', 'Late Aircraft (1308 min)', 'NAS (535 min)']"
MLI,10,362,22,9,"['Carrier (1328 min)', 'Late Aircraft (580 min)', 'NAS (252 min)']"
MLI,11,303,31,20,"['Carrier (1966 min)', 'Late Aircraft (1226 min)', 'NAS (550 min)']"
MLI,12,252,31,33,"['Late Aircraft (3286 min)', 'Carrier (1709 min)', 'NAS (1457 min)']"
MLU,1,103,21,20,"['Carrier (1890 min)', 'Late Aircraft (1724 min)', 'NAS (732 min)']"
MLU,2,132,8,5,"['NAS (332 min)', 'Late Aircraft (323 min)', 'Carrier (222 min)']"
MLU,3,128,21,5,"['Late Aircraft (536 min)', 'Carrier (479 min)', 'NAS (289 min)']"
MLU,4,120,17,10,"['Late Aircraft (798 min)', 'Weather (438 min)', 'NAS (433 min)']"
MLU,5,116,10,24,"['Late Aircraft (1342 min)', 'NAS (1102 min)', 'Carrier (1100 min)']"
MLU,6,136,16,15,"['Late Aircraft (1125 min)', 'Carrier (553 min)', 'Weather (195 min)']"
MLU,7,152,19,26,"['Late Aircraft (1731 min)', 'NAS (1083 min)', 'Carrier (920 min)']"
MLU,8,158,8,11,"['Carrier (1846 min)', 'Late Aircraft (524 min)', 'NAS (89 min)']"
MLU,9,156,24,14,"['Carrier (1534 min)', 'Late Aircraft (1149 min)', 'NAS (403 min)']"
MLU,10,171,7,3,"['Carrier (612 min)', 'Late Aircraft (180 min)', 'NAS (67 min)']"
MLU,11,129,11,18,"['Late Aircraft (1936 min)', 'Carrier (1256 min)', 'NAS (318 min)']"
MLU,12,130,12,13,"['Carrier (942 min)', 'Late Aircraft (556 min)', 'NAS (346 min)']"
MOB,1,148,21,16,"['Weather (1291 min)', 'Carrier (1194 min)', 'Late Aircraft (883 min)']"
MOB,2,200,17,9,"['Carrier (2403 min)', 'Late Aircraft (492 min)', 'NAS (176 min)']"
MOB,3,174,20,14,"['Late Aircraft (857 min)', 'Weather (619 min)', 'Carrier (554 min)']"
MOB,4,179,20,3,"['NAS (750 min)', 'Late Aircraft (587 min)', 'Weather (90 min)']"
MOB,5,165,24,16,"['Late Aircraft (1970 min)', 'Carrier (1259 min)', 'NAS (1154 min)']"
MOB,6,168,28,15,"['Late Aircraft (1275 min)', 'Carrier (986 min)', 'NAS (473 min)']"
MOB,7,162,25,27,"['Late Aircraft (1876 min)', 'Carrier (1422 min)', 'NAS (616 min)']"
MOB,8,208,11,7,"['Late Aircraft (703 min)', 'Carrier (353 min)', 'NAS (173 min)']"
MOB,9,194,16,10,"['Carrier (1398 min)', 'Late Aircraft (651 min)', 'NAS (639 min)']"
MOB,10,211,9,3,"['Carrier (223 min)', 'NAS (176 min)', 'Late Aircraft (150 min)']"
MOB,11,176,18,9,"['Late Aircraft (684 min)', 'NAS (483 min)', 'Carrier (448 min)']"
MOB,12,181,24,20,"['Late Aircraft (3528 min)', 'Carrier (1414 min)', 'NAS (810 min)']"
MOT,1,110,15,31,"['Carrier (3335 min)', 'Weather (2259 min)', 'Late Aircraft (1451 min)']"
MOT,2,132,12,11,"['Weather (1843 min)', 'Late Aircraft (468 min)', 'Carrier (414 min)']"
MOT,3,146,9,7,"['Carrier (896 min)', 'NAS (448 min)', 'Weather (441 min)']"
MOT,4,151,9,9,"['Carrier (1446 min)', 'Late Aircraft (166 min)', 'NAS (67 min)']"
MOT,5,158,17,7,"['Carrier (472 min)', 'Late Aircraft (335 min)', 'NAS (327 min)']"
MOT,6,139,31,21,"['Carrier (2335 min)', 'Weather (1957 min)', 'NAS (1608 min)']"
MOT,7,187,23,17,"['Carrier (2664 min)', 'Weather (576 min)', 'Late Aircraft (461 min)']"
MOT,8,165,30,13,"['Carrier (2433 min)', 'Weather (581 min)', 'NAS (494 min)']"
MOT,9,164,19,4,"['Carrier (1086 min)', 'Weather (602 min)', 'NAS (306 min)']"
MOT,10,172,17,4,"['Carrier (889 min)', 'NAS (205 min)', 'Late Aircraft (165 min)']"
MOT,11,150,13,17,"['Carrier (2572 min)', 'Weather (839 min)', 'NAS (594 min)']"
MOT,12,142,28,27,"['Weather (3306 min)', 'Carrier (2438 min)', 'Late Aircraft (685 min)']"
MQT,1,18,1,1,"['Late Aircraft (57 min)', 'NAS (3 min)', 'Carrier (0 min)']"
MQT,2,26,4,6,"['Late Aircraft (332 min)', 'Weather (317 min)', 'Carrier (114 min)']"
MQT,3,47,2,2,"['Late Aircraft (153 min)', 'NAS (104 min)', 'Carrier (2 min)']"
MQT,4,40,5,10,"['Weather (1316 min)', 'Carrier (846 min)', 'NAS (50 min)']"
MQT,5,68,10,5,"['Weather (526 min)', 'Late Aircraft (294 min)', 'NAS (227 min)']"
MQT,6,71,10,6,"['Late Aircraft (685 min)', 'Carrier (399 min)', 'NAS (251 min)']"
MQT,7,68,15,9,"['Late Aircraft (614 min)', 'Weather (567 min)', 'Carrier (397 min)']"
MQT,8,68,18,6,"['Carrier (974 min)', 'Late Aircraft (449 min)', 'NAS (223 min)']"
MQT,9,80,6,3,"['Carrier (406 min)', 'NAS (167 min)', 'Late Aircraft (13 min)']"
MQT,10,59,2,4,"['Late Aircraft (334 min)', 'Carrier (189 min)', 'NAS (86 min)']"
MQT,11,41,7,1,"['Carrier (256 min)', 'Weather (96 min)', 'NAS (61 min)']"
MQT,12,27,13,10,"['Carrier (1011 min)', 'Weather (913 min)', 'NAS (175 min)']"
MRY,1,252,25,20,"['Late Aircraft (1711 min)', 'Carrier (1173 min)', 'NAS (363 min)']"
MRY,2,242,20,19,"['Carrier (2610 min)', 'Late Aircraft (921 min)', 'NAS (663 min)']"
MRY,3,253,33,8,"['Carrier (1527 min)', 'NAS (791 min)', 'Late Aircraft (714 min)']"
MRY,4,302,25,19,"['Carrier (2492 min)', 'Late Aircraft (1155 min)', 'NAS (555 min)']"
MRY,5,342,43,26,"['Late Aircraft (2916 min)', 'Carrier (1318 min)', 'NAS (828 min)']"
MRY,6,340,48,34,"['Late Aircraft (3038 min)', 'Carrier (1824 min)', 'Weather (931 min)']"
MRY,7,335,58,38,"['Late Aircraft (4527 min)', 'Carrier (4283 min)', 'Weather (1740 min)']"
MRY,8,369,35,32,"['Late Aircraft (2403 min)', 'Carrier (2401 min)', 'NAS (960 min)']"
MRY,9,330,35,22,"['Weather (2005 min)', 'Carrier (1421 min)', 'Late Aircraft (1375 min)']"
MRY,10,396,33,26,"['Carrier (2713 min)', 'Late Aircraft (1795 min)', 'NAS (666 min)']"
MRY,11,350,45,24,"['Carrier (3283 min)', 'Late Aircraft (1964 min)', 'NAS (545 min)']"
MRY,12,315,44,38,"['Carrier (5504 min)', 'Late Aircraft (2031 min)', 'Weather (1704 min)']"
MSN,1,567,83,109,"['Carrier (10919 min)', 'Late Aircraft (6308 min)', 'NAS (3713 min)']"
MSN,2,691,49,38,"['Carrier (3291 min)', 'Late Aircraft (2115 min)', 'NAS (1433 min)']"
MSN,3,742,85,53,"['Carrier (6664 min)', 'Late Aircraft (4770 min)', 'NAS (1539 min)']"
MSN,4,837,80,76,"['Carrier (10473 min)', 'Late Aircraft (4238 min)', 'Weather (2396 min)']"
MSN,5,773,109,114,"['Late Aircraft (10737 min)', 'Carrier (7625 min)', 'NAS (2969 min)']"
MSN,6,788,114,104,"['Carrier (7399 min)', 'Late Aircraft (6534 min)', 'NAS (5076 min)']"
MSN,7,756,110,93,"['Carrier (7550 min)', 'Late Aircraft (7282 min)', 'NAS (3173 min)']"
MSN,8,907,105,92,"['Carrier (7454 min)', 'Late Aircraft (6354 min)', 'NAS (3488 min)']"
MSN,9,841,76,49,"['Carrier (5711 min)', 'Late Aircraft (3523 min)', 'NAS (1540 min)']"
MSN,10,909,58,31,"['Late Aircraft (2796 min)', 'Carrier (2273 min)', 'NAS (785 min)']"
MSN,11,823,66,39,"['Carrier (2918 min)', 'Late Aircraft (2506 min)', 'NAS (1944 min)']"
MSN,12,709,119,83,"['Carrier (7471 min)', 'Late Aircraft (7032 min)', 'NAS (2441 min)']"
MSO,1,159,28,30,"['Weather (3345 min)', 'Late Aircraft (2704 min)', 'Carrier (1298 min)']"
MSO,2,181,16,10,"['NAS (582 min)', 'Carrier (580 min)', 'Late Aircraft (449 min)']"
MSO,3,216,16,11,"['Carrier (692 min)', 'Late Aircraft (691 min)', 'NAS (676 min)']"
MSO,4,203,21,11,"['Late Aircraft (1379 min)', 'Carrier (971 min)', 'NAS (368 min)']"
MSO,5,298,36,21,"['Late Aircraft (1871 min)', 'NAS (1564 min)', 'Carrier (616 min)']"
MSO,6,379,65,43,"['Carrier (4911 min)', 'Late Aircraft (2428 min)', 'NAS (1331 min)']"
MSO,7,403,81,54,"['Late Aircraft (5860 min)', 'Carrier (5444 min)', 'NAS (1225 min)']"
MSO,8,386,73,32,"['Carrier (3208 min)', 'Late Aircraft (1865 min)', 'NAS (851 min)']"
MSO,9,321,35,18,"['Late Aircraft (1256 min)', 'Carrier (1238 min)', 'NAS (434 min)']"
MSO,10,277,27,12,"['Carrier (1665 min)', 'Late Aircraft (1145 min)', 'NAS (409 min)']"
MSO,11,249,13,15,"['Carrier (1819 min)', 'Late Aircraft (804 min)', 'NAS (547 min)']"
MSO,12,241,28,20,"['Carrier (1636 min)', 'Late Aircraft (1616 min)', 'Weather (1512 min)']"
MSP,1,6578,1032,679,"['Carrier (73673 min)', 'Weather (25792 min)', 'Late Aircraft (24416 min)']"
MSP,2,6778,678,322,"['Carrier (34490 min)', 'NAS (15341 min)', 'Late Aircraft (9293 min)']"
MSP,3,7987,1006,543,"['Carrier (51639 min)', 'NAS (35840 min)', 'Late Aircraft (21369 min)']"
MSP,4,8634,896,416,"['Carrier (44514 min)', 'NAS (18667 min)', 'Late Aircraft (16554 min)']"
MSP,5,8836,1188,701,"['Carrier (59656 min)', 'Late Aircraft (37694 min)', 'NAS (32609 min)']"
MSP,6,7853,2132,1140,"['Carrier (102246 min)', 'Late Aircraft (67501 min)', 'NAS (49086 min)']"
MSP,7,7816,2003,1395,"['Carrier (137528 min)', 'Late Aircraft (76693 min)', 'NAS (36746 min)']"
MSP,8,8950,1791,817,"['Carrier (75299 min)', 'Late Aircraft (43474 min)', 'NAS (39218 min)']"
MSP,9,9261,854,294,"['Carrier (28768 min)', 'Late Aircraft (12830 min)', 'NAS (10352 min)']"
MSP,10,9737,711,290,"['Carrier (35896 min)', 'NAS (10154 min)', 'Late Aircraft (9921 min)']"
MSP,11,8694,721,333,"['Carrier (36000 min)', 'NAS (22468 min)', 'Late Aircraft (10327 min)']"
MSP,12,7773,1307,774,"['Carrier (89942 min)', 'NAS (36425 min)', 'Weather (22223 min)']"
MSY,1,2835,653,346,"['Late Aircraft (34612 min)', 'Carrier (20738 min)', 'NAS (13664 min)']"
MSY,2,3378,440,153,"['Late Aircraft (14528 min)', 'Carrier (9132 min)', 'NAS (7524 min)']"
MSY,3,3339,718,333,"['Late Aircraft (31804 min)', 'Carrier (21452 min)', 'NAS (15215 min)']"
MSY,4,3357,538,301,"['Late Aircraft (37059 min)', 'Carrier (16903 min)', 'NAS (11635 min)']"
MSY,5,3089,798,531,"['Late Aircraft (52086 min)', 'Carrier (26327 min)', 'NAS (24367 min)']"
MSY,6,3050,717,330,"['Late Aircraft (37753 min)', 'Carrier (19705 min)', 'NAS (13853 min)']"
MSY,7,2603,840,583,"['Late Aircraft (54257 min)', 'Carrier (32907 min)', 'NAS (17404 min)']"
MSY,8,2813,542,296,"['Late Aircraft (30003 min)', 'Carrier (15465 min)', 'NAS (10500 min)']"
MSY,9,2870,429,136,"['Late Aircraft (14239 min)', 'Carrier (9893 min)', 'NAS (5738 min)']"
MSY,10,3725,446,168,"['Late Aircraft (17155 min)', 'Carrier (10705 min)', 'NAS (5615 min)']"
MSY,11,3491,466,183,"['Late Aircraft (16428 min)', 'Carrier (12157 min)', 'NAS (8040 min)']"
MSY,12,3203,613,294,"['Late Aircraft (28827 min)', 'Carrier (15029 min)', 'NAS (13229 min)']"
MTJ,1,269,52,34,"['Late Aircraft (3507 min)', 'Carrier (2275 min)', 'NAS (1059 min)']"
MTJ,2,247,58,28,"['Late Aircraft (3158 min)', 'NAS (1048 min)', 'Carrier (930 min)']"
MTJ,3,298,54,19,"['Late Aircraft (3032 min)', 'NAS (1109 min)', 'Carrier (602 min)']"
MTJ,4,131,13,5,"['Carrier (538 min)', 'Late Aircraft (521 min)', 'NAS (143 min)']"
MTJ,5,106,19,17,"['Late Aircraft (1497 min)', 'NAS (810 min)', 'Weather (339 min)']"
MTJ,6,175,32,22,"['Carrier (4440 min)', 'NAS (1229 min)', 'Late Aircraft (1030 min)']"
MTJ,7,178,31,31,"['Late Aircraft (2874 min)', 'Carrier (1231 min)', 'NAS (535 min)']"
MTJ,8,200,18,13,"['Late Aircraft (1237 min)', 'NAS (720 min)', 'Carrier (604 min)']"
MTJ,9,153,13,9,"['Carrier (1445 min)', 'Late Aircraft (962 min)', 'NAS (198 min)']"
MTJ,10,110,8,1,"['Late Aircraft (134 min)', 'NAS (53 min)', 'Carrier (18 min)']"
MTJ,11,84,14,11,"['Late Aircraft (1031 min)', 'Carrier (469 min)', 'NAS (384 min)']"
MTJ,12,169,38,25,"['Late Aircraft (2638 min)', 'Carrier (1243 min)', 'NAS (1029 min)']"
MVY,5,30,1,4,"['Late Aircraft (543 min)', 'Weather (244 min)', 'Carrier (74 min)']"
MVY,6,171,21,25,"['NAS (2619 min)', 'Late Aircraft (2251 min)', 'Carrier (1319 min)']"
MVY,7,258,39,38,"['Late Aircraft (2554 min)', 'Carrier (2157 min)', 'Weather (1804 min)']"
MVY,8,233,51,36,"['Late Aircraft (3810 min)', 'NAS (2462 min)', 'Carrier (2091 min)']"
MVY,9,59,3,4,"['Late Aircraft (424 min)', 'Carrier (195 min)', 'NAS (185 min)']"
MVY,10,28,3,1,"['Late Aircraft (391 min)', 'NAS (4 min)', 'Carrier (0 min)']"
MYR,1,591,66,54,"['Late Aircraft (5241 min)', 'Carrier (1375 min)', 'NAS (1344 min)']"
MYR,2,690,48,39,"['Late Aircraft (4546 min)', 'Carrier (3917 min)', 'NAS (1391 min)']"
MYR,3,859,109,56,"['Late Aircraft (4085 min)', 'NAS (3273 min)', 'Carrier (3121 min)']"
MYR,4,1115,124,80,"['Late Aircraft (7417 min)', 'NAS (3583 min)', 'Carrier (3055 min)']"
MYR,5,1242,211,114,"['Late Aircraft (11637 min)', 'NAS (6674 min)', 'Carrier (4438 min)']"
MYR,6,1438,241,187,"['Late Aircraft (16935 min)', 'Carrier (11246 min)', 'NAS (8757 min)']"
MYR,7,1251,323,233,"['Late Aircraft (24704 min)', 'Carrier (13880 min)', 'NAS (7459 min)']"
MYR,8,1225,228,160,"['Late Aircraft (14488 min)', 'NAS (8632 min)', 'Carrier (5079 min)']"
MYR,9,1171,111,67,"['Late Aircraft (6111 min)', 'Carrier (3407 min)', 'NAS (2337 min)']"
MYR,10,1200,88,57,"['Late Aircraft (5265 min)', 'Carrier (3357 min)', 'NAS (1921 min)']"
MYR,11,853,90,39,"['Late Aircraft (3168 min)', 'NAS (3095 min)', 'Carrier (1350 min)']"
MYR,12,671,97,67,"['Late Aircraft (7284 min)', 'NAS (3192 min)', 'Carrier (1438 min)']"
OAJ,1,61,2,6,"['Late Aircraft (1648 min)', 'Carrier (243 min)', 'NAS (105 min)']"
OAJ,2,70,3,2,"['Carrier (411 min)', 'Late Aircraft (28 min)', 'Weather (0 min)']"
OAJ,3,80,6,4,"['Carrier (470 min)', 'Late Aircraft (119 min)', 'NAS (35 min)']"
OAJ,4,132,9,3,"['Late Aircraft (310 min)', 'NAS (26 min)', 'Carrier (23 min)']"
OAJ,5,80,11,12,"['Late Aircraft (1034 min)', 'Carrier (628 min)', 'Weather (195 min)']"
OAJ,6,141,1,4,"['Late Aircraft (263 min)', 'NAS (139 min)', 'Weather (45 min)']"
OAJ,7,140,22,33,"['Late Aircraft (3094 min)', 'Carrier (1622 min)', 'Weather (711 min)']"
OAJ,8,167,18,16,"['Carrier (2463 min)', 'Late Aircraft (1574 min)', 'NAS (305 min)']"
OAJ,9,193,17,16,"['Late Aircraft (2380 min)', 'Carrier (768 min)', 'Weather (400 min)']"
OAJ,10,185,15,11,"['Weather (659 min)', 'NAS (367 min)', 'Late Aircraft (329 min)']"
OAJ,11,142,8,8,"['Carrier (1108 min)', 'Late Aircraft (451 min)', 'NAS (241 min)']"
OAJ,12,109,14,13,"['Late Aircraft (1929 min)', 'Carrier (549 min)', 'NAS (326 min)']"
OAK,1,2775,535,146,"['Late Aircraft (13016 min)', 'Carrier (9521 min)', 'NAS (5334 min)']"
OAK,2,2515,456,141,"['Late Aircraft (11597 min)', 'Carrier (9460 min)', 'NAS (5502 min)']"
OAK,3,2763,521,173,"['Late Aircraft (15145 min)', 'Carrier (10642 min)', 'NAS (6248 min)']"
OAK,4,2906,439,127,"['Late Aircraft (9759 min)', 'Carrier (9235 min)', 'NAS (3104 min)']"
OAK,5,2847,553,186,"['Late Aircraft (17519 min)', 'Carrier (9881 min)', 'NAS (4655 min)']"
OAK,6,2679,705,197,"['Late Aircraft (18947 min)', 'Carrier (11179 min)', 'NAS (5558 min)']"
OAK,7,2785,642,245,"['Late Aircraft (18714 min)', 'Carrier (17047 min)', 'NAS (7061 min)']"
OAK,8,2856,491,175,"['Late Aircraft (14925 min)', 'Carrier (9981 min)', 'NAS (5778 min)']"
OAK,9,2778,423,161,"['Late Aircraft (10471 min)', 'Carrier (9050 min)', 'NAS (7252 min)']"
OAK,10,2810,402,137,"['Late Aircraft (10473 min)', 'Carrier (7803 min)', 'NAS (7337 min)']"
OAK,11,2634,342,78,"['Late Aircraft (6793 min)', 'Carrier (4817 min)', 'NAS (2723 min)']"
OAK,12,2412,513,180,"['Late Aircraft (15794 min)', 'Carrier (9646 min)', 'NAS (4743 min)']"
OGG,1,1554,328,100,"['Late Aircraft (9992 min)', 'Carrier (7418 min)', 'NAS (2930 min)']"
OGG,2,1539,229,66,"['Late Aircraft (7991 min)', 'Carrier (4855 min)', 'NAS (995 min)']"
OGG,3,1871,211,51,"['Late Aircraft (6064 min)', 'Carrier (5498 min)', 'NAS (1272 min)']"
OGG,4,1852,175,59,"['Late Aircraft (6524 min)', 'Carrier (5794 min)', 'NAS (1119 min)']"
OGG,5,1799,253,64,"['Late Aircraft (9188 min)', 'Carrier (5311 min)', 'NAS (2565 min)']"
OGG,6,2036,159,48,"['Late Aircraft (6442 min)', 'Carrier (5744 min)', 'NAS (1145 min)']"
OGG,7,2059,235,67,"['Late Aircraft (9312 min)', 'Carrier (8969 min)', 'NAS (890 min)']"
OGG,8,1947,189,55,"['Late Aircraft (6507 min)', 'Carrier (5789 min)', 'NAS (342 min)']"
OGG,9,1870,122,33,"['Late Aircraft (4093 min)', 'Carrier (2969 min)', 'NAS (563 min)']"
OGG,10,1836,174,38,"['Late Aircraft (5824 min)', 'Carrier (2581 min)', 'NAS (884 min)']"
OGG,11,1855,115,38,"['Late Aircraft (3611 min)', 'Carrier (2548 min)', 'NAS (1106 min)']"
OGG,12,1896,196,58,"['Late Aircraft (6027 min)', 'Carrier (4869 min)', 'NAS (646 min)']"
OKC,1,1364,166,111,"['Carrier (11247 min)', 'Late Aircraft (8557 min)', 'NAS (4578 min)']"
OKC,2,1406,99,62,"['Carrier (5712 min)', 'NAS (3499 min)', 'Late Aircraft (3134 min)']"
OKC,3,1472,177,75,"['Late Aircraft (5803 min)', 'Carrier (5474 min)', 'NAS (2678 min)']"
OKC,4,1567,177,79,"['Late Aircraft (8489 min)', 'Carrier (6491 min)', 'NAS (2712 min)']"
OKC,5,1479,275,162,"['Late Aircraft (14648 min)', 'Carrier (8929 min)', 'NAS (6910 min)']"
OKC,6,1598,274,126,"['Carrier (13662 min)', 'Late Aircraft (10371 min)', 'NAS (4266 min)']"
OKC,7,1566,284,183,"['Late Aircraft (13337 min)', 'Carrier (12518 min)', 'NAS (5710 min)']"
OKC,8,1605,203,138,"['Carrier (13182 min)', 'Late Aircraft (8951 min)', 'Weather (4233 min)']"
OKC,9,1642,177,73,"['Carrier (8338 min)', 'Late Aircraft (6040 min)', 'NAS (2294 min)']"
OKC,10,1815,144,86,"['Carrier (10087 min)', 'Late Aircraft (4874 min)', 'NAS (2298 min)']"
OKC,11,1575,175,81,"['Late Aircraft (6766 min)', 'Carrier (5486 min)', 'NAS (2471 min)']"
OKC,12,1544,181,101,"['Carrier (8764 min)', 'Late Aircraft (8224 min)', 'NAS (3097 min)']"
OMA,1,1299,232,199,"['Carrier (16997 min)', 'Late Aircraft (12050 min)', 'NAS (10244 min)']"
OMA,2,1460,138,69,"['Carrier (6073 min)', 'Late Aircraft (4756 min)', 'NAS (3723 min)']"
OMA,3,1576,235,117,"['Late Aircraft (9430 min)', 'Carrier (7336 min)', 'NAS (5084 min)']"
OMA,4,1601,181,104,"['Late Aircraft (9815 min)', 'Carrier (7972 min)', 'NAS (3328 min)']"
OMA,5,1461,355,227,"['Late Aircraft (20919 min)', 'Carrier (14075 min)', 'Weather (9055 min)']"
OMA,6,1504,332,175,"['Late Aircraft (13986 min)', 'Carrier (13099 min)', 'NAS (6769 min)']"
OMA,7,1527,315,191,"['Late Aircraft (16381 min)', 'Carrier (13305 min)', 'NAS (7549 min)']"
OMA,8,1611,229,119,"['Late Aircraft (8458 min)', 'Carrier (7699 min)', 'NAS (6208 min)']"
OMA,9,1680,134,55,"['Late Aircraft (5025 min)', 'Carrier (4651 min)', 'NAS (2264 min)']"
OMA,10,1809,159,62,"['Carrier (8013 min)', 'Late Aircraft (4359 min)', 'NAS (1719 min)']"
OMA,11,1644,157,60,"['Late Aircraft (5750 min)', 'Carrier (5387 min)', 'NAS (2987 min)']"
OMA,12,1514,247,111,"['Carrier (10524 min)', 'Late Aircraft (6564 min)', 'NAS (3710 min)']"
OME,1,20,5,2,"['Late Aircraft (210 min)', 'Weather (28 min)', 'NAS (8 min)']"
OME,2,21,5,0,"['Late Aircraft (165 min)', 'Carrier (28 min)', 'NAS (17 min)']"
OME,3,22,7,1,"['Late Aircraft (229 min)', 'Carrier (49 min)', 'NAS (40 min)']"
OME,4,23,3,2,"['Late Aircraft (397 min)', 'NAS (50 min)', 'Carrier (38 min)']"
OME,5,30,1,0,"['Carrier (30 min)', 'Late Aircraft (11 min)', 'NAS (8 min)']"
OME,6,25,4,1,"['Late Aircraft (214 min)', 'NAS (54 min)', 'Carrier (32 min)']"
OME,7,25,6,0,"['Late Aircraft (167 min)', 'NAS (57 min)', 'Carrier (15 min)']"
OME,8,20,8,2,"['Late Aircraft (355 min)', 'NAS (134 min)', 'Carrier (112 min)']"
OME,9,29,2,0,"['Late Aircraft (42 min)', 'NAS (16 min)', 'Carrier (9 min)']"
OME,10,24,4,2,"['Late Aircraft (214 min)', 'NAS (45 min)', 'Security (37 min)']"
OME,11,26,0,2,"['Late Aircraft (135 min)', 'NAS (23 min)', 'Carrier (0 min)']"
OME,12,25,5,0,"['Late Aircraft (96 min)', 'Carrier (32 min)', 'NAS (18 min)']"
ONT,1,1505,189,108,"['Late Aircraft (9419 min)', 'Carrier (8750 min)', 'NAS (2995 min)']"
ONT,2,1368,190,87,"['Late Aircraft (7594 min)', 'Carrier (6389 min)', 'NAS (4980 min)']"
ONT,3,1602,261,119,"['Late Aircraft (11709 min)', 'Carrier (9955 min)', 'NAS (6231 min)']"
ONT,4,1688,272,96,"['Late Aircraft (10831 min)', 'Carrier (7636 min)', 'NAS (4156 min)']"
ONT,5,1725,326,148,"['Late Aircraft (14902 min)', 'Carrier (11650 min)', 'NAS (6633 min)']"
ONT,6,1825,302,131,"['Late Aircraft (15100 min)', 'Carrier (10301 min)', 'NAS (3994 min)']"
ONT,7,1889,316,138,"['Late Aircraft (16299 min)', 'Carrier (8012 min)', 'NAS (4244 min)']"
ONT,8,2039,221,120,"['Late Aircraft (9947 min)', 'Carrier (8101 min)', 'NAS (4182 min)']"
ONT,9,1943,221,107,"['Late Aircraft (9546 min)', 'Carrier (6410 min)', 'NAS (3193 min)']"
ONT,10,2083,193,83,"['Late Aircraft (7928 min)', 'Carrier (6508 min)', 'NAS (2244 min)']"
ONT,11,1866,206,77,"['Late Aircraft (8340 min)', 'Carrier (6008 min)', 'NAS (2458 min)']"
ONT,12,1736,220,103,"['Late Aircraft (9450 min)', 'Carrier (5743 min)', 'NAS (3755 min)']"
ORD,1,12622,2932,2470,"['Late Aircraft (189472 min)', 'Carrier (137125 min)', 'NAS (91249 min)']"
ORD,2,15854,1661,848,"['Late Aircraft (57546 min)', 'Carrier (54469 min)', 'NAS (36530 min)']"
ORD,3,17340,2522,1365,"['Late Aircraft (100916 min)', 'Carrier (75259 min)', 'NAS (66647 min)']"
ORD,4,18640,2856,1482,"['Late Aircraft (122706 min)', 'Carrier (106596 min)', 'NAS (66714 min)']"
ORD,5,16629,3901,3574,"['Late Aircraft (306872 min)', 'Carrier (210570 min)', 'NAS (159189 min)']"
ORD,6,16582,3981,2986,"['Late Aircraft (253793 min)', 'Carrier (170825 min)', 'NAS (103358 min)']"
ORD,7,15938,4267,3294,"['Late Aircraft (274428 min)', 'Carrier (203649 min)', 'NAS (116010 min)']"
ORD,8,17493,4305,2976,"['Late Aircraft (240288 min)', 'Carrier (169345 min)', 'NAS (122558 min)']"
ORD,9,20038,2740,1232,"['Late Aircraft (100267 min)', 'Carrier (92277 min)', 'NAS (43062 min)']"
ORD,10,20811,2517,1013,"['Carrier (79946 min)', 'Late Aircraft (74894 min)', 'NAS (30417 min)']"
ORD,11,18480,2180,1149,"['Carrier (84745 min)', 'Late Aircraft (78668 min)', 'NAS (63927 min)']"
ORD,12,16756,3125,1804,"['Late Aircraft (130539 min)', 'Carrier (108970 min)', 'NAS (73209 min)']"
ORF,1,1161,143,94,"['Late Aircraft (9773 min)', 'Carrier (5613 min)', 'NAS (3394 min)']"
ORF,2,1215,99,47,"['Late Aircraft (5138 min)', 'NAS (2943 min)', 'Carrier (2737 min)']"
ORF,3,1270,157,106,"['Carrier (7403 min)', 'Late Aircraft (5990 min)', 'NAS (4241 min)']"
ORF,4,1370,185,104,"['Late Aircraft (10820 min)', 'Carrier (6949 min)', 'NAS (4473 min)']"
ORF,5,1298,250,169,"['Late Aircraft (19254 min)', 'Carrier (7074 min)', 'NAS (5892 min)']"
ORF,6,1330,298,158,"['Late Aircraft (14922 min)', 'Carrier (11310 min)', 'NAS (7490 min)']"
