aeroporto_partenza,mese,numero_ritardi_basso,dep_avg_basso,arr_avg_basso,numero_ritardi_medio,dep_avg_medio,arr_avg_medio,numero_ritardo_alto,dep_avg_alto,arr_avg_alto,cause_maggiori
BZN,1,612,-5.03,-8.48,97,32.09,30.93,76,242.84,241.74,"['Late Aircraft (102 voli)', 'NAS (99 voli)', 'Carrier (79 voli)']"
BZN,2,645,-5.22,-5.14,55,34.93,38.4,65,182.97,195.23,"['NAS (135 voli)', 'Late Aircraft (63 voli)', 'Carrier (54 voli)']"
BZN,3,700,-4.24,-6.54,92,31.78,25.23,49,130.63,128.65,"['NAS (101 voli)', 'Late Aircraft (74 voli)', 'Carrier (56 voli)']"
BZN,4,542,-5.24,-7.01,49,33.12,28.02,26,110.23,107.46,"['NAS (55 voli)', 'Late Aircraft (43 voli)', 'Carrier (37 voli)']"
BZN,5,574,-4.37,-7.8,71,30.0,26.37,52,162.12,161.92,"['NAS (77 voli)', 'Late Aircraft (64 voli)', 'Carrier (48 voli)']"
BZN,6,795,-3.41,-8.42,134,31.52,25.46,72,121.83,114.94,"['Late Aircraft (116 voli)', 'NAS (109 voli)', 'Carrier (81 voli)']"
BZN,7,856,-3.47,-7.18,173,33.06,32.47,101,159.64,158.44,"['NAS (182 voli)', 'Late Aircraft (170 voli)', 'Carrier (145 voli)']"
BZN,8,843,-2.78,-6.52,152,32.93,29.77,82,164.22,163.13,"['NAS (148 voli)', 'Late Aircraft (127 voli)', 'Carrier (107 voli)']"
BZN,9,764,-3.31,-7.79,82,30.07,25.83,29,109.9,104.86,"['NAS (68 voli)', 'Late Aircraft (62 voli)', 'Carrier (59 voli)']"
BZN,10,615,-4.83,-10.87,61,28.84,22.11,20,152.2,143.7,"['NAS (42 voli)', 'Late Aircraft (37 voli)', 'Carrier (33 voli)']"
BZN,11,477,-5.29,-8.75,52,31.56,26.21,31,175.29,186.73,"['NAS (63 voli)', 'Carrier (40 voli)', 'Late Aircraft (32 voli)']"
BZN,12,593,-4.11,-10.69,82,32.39,23.33,45,200.82,193.09,"['Late Aircraft (68 voli)', 'Carrier (55 voli)', 'NAS (50 voli)']"
CAE,1,370,-4.94,-9.72,40,33.7,29.43,42,157.93,153.6,"['Late Aircraft (56 voli)', 'NAS (46 voli)', 'Carrier (30 voli)']"
CAE,2,417,-5.4,-10.54,29,32.17,24.62,16,163.69,157.13,"['Carrier (33 voli)', 'Late Aircraft (26 voli)', 'NAS (26 voli)']"
CAE,3,430,-4.81,-10.37,51,31.45,23.84,28,167.36,157.5,"['Late Aircraft (45 voli)', 'Carrier (43 voli)', 'NAS (31 voli)']"
CAE,4,472,-4.78,-7.46,44,31.64,34.18,22,127.41,125.73,"['Late Aircraft (47 voli)', 'NAS (42 voli)', 'Carrier (37 voli)']"
CAE,5,461,-4.75,-7.33,62,32.89,30.48,51,161.73,145.76,"['NAS (77 voli)', 'Late Aircraft (69 voli)', 'Carrier (67 voli)']"
CAE,6,458,-4.35,-9.64,52,34.87,31.02,31,189.03,193.17,"['NAS (48 voli)', 'Carrier (45 voli)', 'Late Aircraft (39 voli)']"
CAE,7,411,-4.6,-7.17,53,32.25,31.64,70,186.69,189.64,"['Carrier (94 voli)', 'NAS (80 voli)', 'Late Aircraft (77 voli)']"
CAE,8,482,-4.83,-7.34,51,32.96,32.68,35,156.83,157.2,"['NAS (64 voli)', 'Carrier (54 voli)', 'Late Aircraft (51 voli)']"
CAE,9,492,-5.16,-6.6,47,35.02,30.6,46,160.61,160.5,"['NAS (65 voli)', 'Carrier (60 voli)', 'Late Aircraft (53 voli)']"
CAE,10,573,-5.47,-8.41,55,31.15,24.02,18,131.67,123.39,"['NAS (42 voli)', 'Carrier (35 voli)', 'Late Aircraft (33 voli)']"
CAE,11,511,-4.32,-6.6,57,27.91,22.46,28,183.96,172.52,"['NAS (61 voli)', 'Carrier (50 voli)', 'Late Aircraft (40 voli)']"
CAE,12,480,-3.34,-5.36,63,35.59,30.38,31,162.48,158.43,"['NAS (78 voli)', 'Carrier (71 voli)', 'Late Aircraft (56 voli)']"
CAK,1,177,-5.66,-7.6,21,33.38,28.48,32,148.34,143.63,"['NAS (35 voli)', 'Late Aircraft (28 voli)', 'Carrier (27 voli)']"
CAK,2,195,-6.82,-12.8,16,32.06,19.75,13,139.54,126.54,"['Carrier (17 voli)', 'NAS (12 voli)', 'Late Aircraft (7 voli)']"
CAK,3,220,-7.45,-9.85,21,38.1,26.95,12,144.08,142.5,"['NAS (23 voli)', 'Carrier (17 voli)', 'Late Aircraft (15 voli)']"
CAK,4,234,-6.18,-6.37,20,32.55,32.0,23,185.13,179.35,"['Carrier (27 voli)', 'NAS (26 voli)', 'Late Aircraft (22 voli)']"
CAK,5,237,-7.19,-7.76,22,37.77,41.36,38,138.63,142.66,"['NAS (40 voli)', 'Late Aircraft (29 voli)', 'Carrier (25 voli)']"
CAK,6,243,-5.02,-8.26,37,33.22,30.03,41,148.61,144.0,"['Late Aircraft (45 voli)', 'Carrier (32 voli)', 'NAS (28 voli)']"
CAK,7,221,-6.14,-5.57,40,34.18,32.45,59,130.8,132.64,"['Carrier (70 voli)', 'Late Aircraft (55 voli)', 'NAS (54 voli)']"
CAK,8,230,-6.95,-5.15,23,33.09,30.5,40,185.63,180.48,"['NAS (53 voli)', 'Late Aircraft (37 voli)', 'Carrier (34 voli)']"
CAK,9,209,-6.99,-9.2,21,30.05,25.33,34,163.74,159.32,"['Carrier (34 voli)', 'Late Aircraft (34 voli)', 'NAS (28 voli)']"
CAK,10,225,-7.36,-10.43,15,27.13,19.0,17,123.0,116.88,"['Carrier (21 voli)', 'Late Aircraft (15 voli)', 'NAS (15 voli)']"
CAK,11,221,-5.99,-9.5,12,33.42,23.08,23,160.7,154.61,"['Carrier (35 voli)', 'NAS (23 voli)', 'Late Aircraft (18 voli)']"
CAK,12,193,-4.24,-8.88,37,32.86,26.62,41,183.51,176.65,"['Late Aircraft (48 voli)', 'Carrier (43 voli)', 'NAS (28 voli)']"
CDC,1,42,-7.17,-12.98,3,25.67,18.67,4,154.25,151.0,"['Weather (5 voli)', 'NAS (3 voli)', 'Carrier (3 voli)']"
CDC,2,47,-6.64,-17.64,2,38.5,18.0,0,NULL,NULL,"['Carrier (1 voli)']"
CDC,3,43,-7.53,-10.79,1,36.0,33.0,3,83.33,75.0,"['Weather (7 voli)', 'Carrier (3 voli)']"
CDC,4,45,-6.53,-10.0,2,48.5,40.5,4,138.5,126.75,"['Carrier (6 voli)', 'Security (1 voli)']"
CDC,5,47,-6.17,-9.13,4,42.5,33.75,2,475.5,462.5,"['Carrier (5 voli)', 'Weather (1 voli)', 'NAS (1 voli)']"
CDC,6,43,-7.07,-13.49,3,28.67,32.33,6,225.17,219.0,"['Carrier (7 voli)', 'NAS (2 voli)', 'Weather (2 voli)']"
CDC,7,42,-8.19,-13.52,3,26.33,18.33,6,175.67,172.0,"['Carrier (6 voli)', 'Weather (2 voli)', 'NAS (1 voli)']"
CDC,8,50,-8.64,-14.08,1,30.0,18.0,1,92.0,87.0,"['Carrier (2 voli)', 'Weather (1 voli)']"
CDC,9,50,-10.62,-12.28,1,59.0,44.0,2,110.5,101.0,"['Carrier (3 voli)']"
CDC,10,48,-10.67,-14.27,1,17.0,5.0,3,132.0,136.67,"['Carrier (3 voli)', 'NAS (2 voli)', 'Weather (1 voli)']"
CDC,11,46,-9.98,-13.04,3,37.0,29.33,3,106.33,109.0,"['Carrier (5 voli)', 'NAS (1 voli)']"
CDC,12,40,-10.05,-18.73,3,29.0,19.67,3,124.33,110.67,"['Carrier (6 voli)', 'NAS (2 voli)', 'Weather (1 voli)']"
CDV,1,38,-11.76,-10.97,10,29.8,40.78,6,140.17,90.4,"['Late Aircraft (13 voli)', 'NAS (13 voli)', 'Weather (3 voli)']"
CDV,2,39,-13.74,-13.18,7,30.0,25.83,1,213.0,206.0,"['Late Aircraft (6 voli)', 'Carrier (3 voli)']"
CDV,3,49,-13.41,-14.45,7,36.14,34.57,4,95.75,94.0,"['Late Aircraft (11 voli)', 'NAS (4 voli)', 'Carrier (1 voli)']"
CDV,4,44,-13.61,-15.86,5,34.0,31.75,2,178.0,173.5,"['Late Aircraft (7 voli)', 'Weather (1 voli)', 'Carrier (1 voli)']"
CDV,5,52,-11.44,-10.88,5,33.6,36.75,2,100.0,92.0,"['Late Aircraft (6 voli)', 'Carrier (4 voli)', 'NAS (2 voli)']"
CDV,6,54,-6.63,-5.56,4,34.75,45.5,2,73.0,62.0,"['NAS (7 voli)', 'Late Aircraft (6 voli)', 'Security (2 voli)']"
CDV,7,49,-6.31,-4.76,11,31.82,33.27,1,228.0,233.0,"['NAS (11 voli)', 'Late Aircraft (9 voli)', 'Carrier (7 voli)']"
CDV,8,41,-3.73,-4.39,16,31.06,31.69,3,126.67,133.5,"['Late Aircraft (14 voli)', 'NAS (7 voli)', 'Carrier (5 voli)']"
CDV,9,46,-3.5,-2.2,10,27.9,21.5,3,104.67,101.0,"['Late Aircraft (11 voli)', 'NAS (7 voli)', 'Carrier (6 voli)']"
CDV,10,50,-10.36,-9.04,7,22.43,21.86,1,118.0,109.0,"['Late Aircraft (7 voli)', 'NAS (6 voli)', 'Weather (1 voli)']"
CDV,11,51,-13.0,-14.61,3,34.67,41.33,1,73.0,84.0,"['Late Aircraft (4 voli)', 'NAS (4 voli)', 'Carrier (1 voli)']"
CDV,12,45,-9.42,-10.09,10,32.8,32.33,3,112.0,126.0,"['Late Aircraft (6 voli)', 'NAS (5 voli)', 'Security (3 voli)']"
CHA,1,324,-3.16,-5.83,69,32.28,28.32,47,144.02,142.17,"['Late Aircraft (69 voli)', 'NAS (55 voli)', 'Carrier (48 voli)']"
CHA,2,421,-4.66,-8.61,36,31.47,23.61,18,132.22,123.78,"['Carrier (40 voli)', 'NAS (34 voli)', 'Late Aircraft (29 voli)']"
CHA,3,453,-4.19,-9.8,54,31.72,25.66,43,173.88,168.51,"['Carrier (51 voli)', 'Late Aircraft (51 voli)', 'NAS (39 voli)']"
CHA,4,467,-3.72,-4.64,72,29.89,26.89,41,166.88,162.05,"['Carrier (72 voli)', 'NAS (69 voli)', 'Late Aircraft (68 voli)']"
CHA,5,409,-3.4,-6.54,99,29.85,26.84,61,166.57,167.66,"['NAS (90 voli)', 'Carrier (78 voli)', 'Late Aircraft (76 voli)']"
CHA,6,432,-3.09,-9.31,67,30.51,26.06,40,111.43,106.95,"['Carrier (65 voli)', 'Late Aircraft (60 voli)', 'NAS (46 voli)']"
CHA,7,357,-2.52,-6.44,82,36.32,35.38,63,208.52,202.59,"['Carrier (97 voli)', 'Late Aircraft (93 voli)', 'NAS (77 voli)']"
CHA,8,434,-4.21,-7.94,64,32.5,28.08,32,137.59,136.88,"['Carrier (55 voli)', 'NAS (49 voli)', 'Late Aircraft (48 voli)']"
CHA,9,493,-4.83,-10.28,48,32.46,28.52,36,205.25,201.81,"['Carrier (48 voli)', 'Late Aircraft (46 voli)', 'NAS (38 voli)']"
CHA,10,536,-3.68,-10.27,53,31.53,25.23,18,179.11,169.5,"['Carrier (41 voli)', 'Late Aircraft (34 voli)', 'NAS (27 voli)']"
CHA,11,576,-4.77,-9.51,52,28.63,20.98,32,201.09,201.53,"['NAS (53 voli)', 'Carrier (46 voli)', 'Late Aircraft (40 voli)']"
CHA,12,445,-2.64,-8.3,77,30.08,25.66,57,139.11,136.75,"['Late Aircraft (78 voli)', 'Carrier (75 voli)', 'NAS (74 voli)']"
CHO,1,171,-5.89,-7.51,15,33.27,35.33,23,126.96,125.3,"['NAS (41 voli)', 'Weather (22 voli)', 'Carrier (21 voli)']"
CHO,2,203,-5.32,-7.47,9,30.56,22.89,8,219.38,217.5,"['NAS (29 voli)', 'Carrier (18 voli)', 'Late Aircraft (9 voli)']"
CHO,3,215,-5.35,-13.78,12,33.67,32.42,13,125.0,120.23,"['NAS (15 voli)', 'Carrier (11 voli)', 'Late Aircraft (11 voli)']"
CHO,4,223,-5.35,-9.66,23,37.3,33.87,16,222.94,218.13,"['NAS (31 voli)', 'Late Aircraft (21 voli)', 'Carrier (20 voli)']"
CHO,5,221,-3.35,-7.97,20,29.0,26.9,28,179.29,179.85,"['NAS (40 voli)', 'Carrier (30 voli)', 'Late Aircraft (27 voli)']"
CHO,6,210,-3.85,-9.88,18,37.22,31.56,12,227.17,223.42,"['NAS (34 voli)', 'Carrier (22 voli)', 'Late Aircraft (10 voli)']"
CHO,7,177,-3.86,-8.04,29,32.86,32.72,31,178.58,174.81,"['NAS (43 voli)', 'Carrier (32 voli)', 'Late Aircraft (29 voli)']"
CHO,8,185,-4.26,-6.86,25,34.88,41.8,25,145.8,140.32,"['NAS (47 voli)', 'Carrier (32 voli)', 'Late Aircraft (30 voli)']"
CHO,9,218,-5.07,-9.07,16,33.63,33.0,12,226.33,219.08,"['NAS (24 voli)', 'Carrier (23 voli)', 'Late Aircraft (13 voli)']"
CHO,10,320,-4.44,-7.35,22,32.32,32.32,12,116.92,114.17,"['NAS (42 voli)', 'Carrier (24 voli)', 'Late Aircraft (20 voli)']"
CHO,11,257,-4.65,-9.01,10,27.1,24.3,11,183.91,180.73,"['NAS (24 voli)', 'Carrier (15 voli)', 'Late Aircraft (10 voli)']"
CHO,12,188,-3.35,-8.06,32,28.31,26.13,25,170.28,170.12,"['NAS (43 voli)', 'Carrier (29 voli)', 'Late Aircraft (28 voli)']"
CHS,1,1321,-4.24,-10.15,180,33.99,29.39,151,164.76,164.17,"['Late Aircraft (206 voli)', 'NAS (177 voli)', 'Carrier (164 voli)']"
CHS,2,1435,-4.63,-9.44,141,31.01,24.54,77,177.4,171.43,"['NAS (115 voli)', 'Late Aircraft (114 voli)', 'Carrier (109 voli)']"
CHS,3,1639,-3.79,-9.05,234,30.43,22.85,134,164.22,160.49,"['Late Aircraft (226 voli)', 'NAS (163 voli)', 'Carrier (148 voli)']"
CHS,4,1779,-3.71,-7.63,230,31.09,26.1,139,155.43,152.86,"['Late Aircraft (242 voli)', 'NAS (212 voli)', 'Carrier (179 voli)']"
CHS,5,1828,-3.2,-6.62,296,31.07,29.44,210,162.5,164.23,"['Late Aircraft (351 voli)', 'NAS (342 voli)', 'Carrier (240 voli)']"
CHS,6,1820,-3.17,-7.47,317,31.23,28.42,168,177.68,175.5,"['Late Aircraft (301 voli)', 'NAS (299 voli)', 'Carrier (248 voli)']"
CHS,7,1699,-3.0,-6.34,349,32.5,32.81,291,155.7,156.91,"['Late Aircraft (434 voli)', 'Carrier (401 voli)', 'NAS (391 voli)']"
CHS,8,1660,-4.05,-8.34,303,30.73,26.88,197,141.28,139.7,"['NAS (303 voli)', 'Late Aircraft (295 voli)', 'Carrier (223 voli)']"
CHS,9,1844,-4.73,-9.31,208,30.47,27.41,91,145.11,142.51,"['NAS (169 voli)', 'Late Aircraft (151 voli)', 'Carrier (138 voli)']"
CHS,10,1964,-4.06,-9.51,167,28.53,20.1,60,171.02,165.0,"['Late Aircraft (117 voli)', 'NAS (108 voli)', 'Carrier (98 voli)']"
CHS,11,1697,-4.3,-7.95,151,30.06,25.4,72,148.68,146.63,"['NAS (133 voli)', 'Late Aircraft (116 voli)', 'Carrier (107 voli)']"
CHS,12,1535,-3.16,-7.11,238,32.26,26.69,136,139.87,135.27,"['Late Aircraft (216 voli)', 'NAS (206 voli)', 'Carrier (199 voli)']"
CID,1,317,-2.38,-5.12,78,32.22,25.49,96,245.08,243.91,"['Weather (112 voli)', 'NAS (93 voli)', 'Carrier (83 voli)']"
CID,2,422,-4.76,-12.73,48,30.63,22.0,21,185.48,170.43,"['Carrier (31 voli)', 'Late Aircraft (31 voli)', 'NAS (29 voli)']"
CID,3,485,-4.65,-12.47,50,30.88,24.43,37,180.97,175.89,"['NAS (51 voli)', 'Late Aircraft (47 voli)', 'Carrier (40 voli)']"
CID,4,499,-4.57,-7.99,54,31.31,32.04,36,177.56,181.75,"['NAS (82 voli)', 'Carrier (50 voli)', 'Late Aircraft (47 voli)']"
CID,5,481,-3.9,-5.75,73,29.75,28.62,92,155.13,159.32,"['NAS (114 voli)', 'Late Aircraft (80 voli)', 'Carrier (75 voli)']"
CID,6,527,-3.78,-3.89,77,34.03,31.95,62,208.31,207.52,"['Carrier (102 voli)', 'NAS (83 voli)', 'Late Aircraft (75 voli)']"
CID,7,534,-3.5,-3.59,96,32.51,34.44,69,216.22,215.93,"['Carrier (125 voli)', 'NAS (108 voli)', 'Late Aircraft (87 voli)']"
CID,8,620,-4.15,-4.09,87,31.83,36.77,58,178.09,178.25,"['NAS (123 voli)', 'Carrier (108 voli)', 'Late Aircraft (59 voli)']"
CID,9,625,-4.78,-8.33,55,30.62,24.0,27,106.37,103.78,"['NAS (54 voli)', 'Carrier (53 voli)', 'Late Aircraft (33 voli)']"
CID,10,641,-4.71,-8.6,47,29.94,24.77,43,132.7,122.81,"['Carrier (61 voli)', 'NAS (47 voli)', 'Late Aircraft (41 voli)']"
CID,11,571,-4.36,-6.66,45,31.47,30.02,35,187.63,186.62,"['Carrier (71 voli)', 'NAS (57 voli)', 'Late Aircraft (31 voli)']"
CID,12,426,-1.76,-7.15,102,29.9,20.88,60,194.5,192.71,"['Carrier (87 voli)', 'NAS (77 voli)', 'Weather (65 voli)']"
CIU,1,36,-4.31,-8.06,3,39.33,14.5,13,249.46,250.08,"['Carrier (12 voli)', 'Weather (10 voli)', 'NAS (6 voli)']"
CIU,2,42,-4.83,-11.5,5,31.0,20.2,9,299.0,278.78,"['Carrier (14 voli)', 'NAS (2 voli)', 'Weather (2 voli)']"
CIU,3,49,-3.96,-12.67,1,21.0,19.0,7,229.43,214.0,"['Carrier (6 voli)', 'Weather (4 voli)', 'NAS (1 voli)']"
CIU,4,51,-5.94,-12.76,2,15.5,1.0,7,161.43,145.86,"['Carrier (8 voli)']"
CIU,5,53,-5.23,-13.94,3,31.67,22.67,5,202.6,197.6,"['Carrier (7 voli)', 'NAS (2 voli)', 'Weather (1 voli)']"
CIU,6,45,-5.51,-9.93,7,28.14,27.14,7,256.29,260.86,"['Carrier (8 voli)', 'NAS (7 voli)', 'Weather (6 voli)']"
CIU,7,50,-3.44,-4.52,4,35.25,30.5,7,167.71,159.57,"['Carrier (9 voli)', 'NAS (3 voli)', 'Weather (2 voli)']"
CIU,8,56,-4.63,-3.75,5,29.2,29.8,1,113.0,119.0,"['Carrier (7 voli)', 'NAS (5 voli)', 'Weather (2 voli)']"
CIU,9,50,-4.34,-10.86,0,NULL,NULL,8,113.0,110.25,"['Carrier (4 voli)', 'Weather (4 voli)', 'NAS (2 voli)']"
CIU,10,49,-4.88,-9.37,4,42.0,33.75,7,204.86,196.57,"['Carrier (11 voli)', 'NAS (3 voli)', 'Weather (1 voli)']"
CIU,11,50,-6.16,-9.74,4,31.25,32.25,2,125.0,121.0,"['Carrier (7 voli)', 'NAS (4 voli)', 'Weather (1 voli)']"
CIU,12,27,-2.33,-0.37,12,29.75,25.5,17,181.59,176.76,"['Carrier (28 voli)', 'NAS (13 voli)', 'Weather (4 voli)']"
CKB,1,13,-5.85,-5.77,1,36.0,31.0,1,1220.0,1235.0,"['Late Aircraft (1 voli)', 'NAS (1 voli)']"
CKB,2,9,-3.56,-11.22,3,29.33,25.33,1,202.0,200.0,"['Carrier (3 voli)', 'Late Aircraft (3 voli)', 'NAS (1 voli)']"
CKB,3,14,-1.43,-9.0,2,20.5,4.5,2,110.5,105.0,"['NAS (3 voli)', 'Carrier (1 voli)', 'Late Aircraft (1 voli)']"
CKB,4,12,-1.0,-8.42,1,37.0,23.0,3,103.67,117.33,"['Late Aircraft (3 voli)', 'Carrier (2 voli)', 'NAS (1 voli)']"
CKB,5,11,3.73,2.18,5,33.0,33.6,3,105.67,113.67,"['Late Aircraft (5 voli)', 'NAS (4 voli)', 'Carrier (3 voli)']"
CKB,6,21,-5.76,-5.81,8,43.0,45.0,2,120.5,117.0,"['Late Aircraft (10 voli)', 'Carrier (7 voli)', 'NAS (5 voli)']"
CKB,7,18,-4.72,-9.06,9,31.11,36.0,6,280.67,284.0,"['Late Aircraft (15 voli)', 'Carrier (11 voli)', 'NAS (9 voli)']"
CKB,8,11,-0.64,1.55,6,31.83,31.17,3,549.33,560.33,"['NAS (5 voli)', 'Carrier (4 voli)', 'Security (3 voli)']"
CKB,9,6,-2.67,3.83,3,21.33,24.67,0,NULL,NULL,"['Carrier (2 voli)', 'Late Aircraft (2 voli)', 'NAS (2 voli)']"
CKB,10,4,1.75,-2.25,2,25.0,12.5,2,72.0,76.0,"['Late Aircraft (3 voli)', 'Carrier (2 voli)', 'NAS (2 voli)']"
CKB,11,7,5.0,-2.43,1,17.0,12.0,1,78.0,79.0,"['Late Aircraft (2 voli)', 'NAS (2 voli)', 'Carrier (1 voli)']"
CKB,12,4,0.25,-6.0,3,20.33,16.67,3,113.33,111.33,"['Late Aircraft (5 voli)', 'Carrier (4 voli)', 'NAS (2 voli)']"
CLE,1,2098,-3.72,-7.77,388,31.58,27.98,272,169.54,166.47,"['Carrier (420 voli)', 'NAS (416 voli)', 'Late Aircraft (356 voli)']"
CLE,2,2347,-4.48,-12.35,249,30.63,19.28,102,131.73,122.57,"['NAS (167 voli)', 'Late Aircraft (165 voli)', 'Carrier (154 voli)']"
CLE,3,2585,-3.84,-9.83,375,32.49,24.83,248,143.85,139.24,"['NAS (349 voli)', 'Late Aircraft (322 voli)', 'Carrier (297 voli)']"
CLE,4,2653,-3.82,-9.97,339,32.06,24.29,187,153.3,148.26,"['Late Aircraft (289 voli)', 'Carrier (254 voli)', 'NAS (246 voli)']"
CLE,5,2859,-3.29,-7.74,406,32.31,28.66,289,149.08,147.53,"['NAS (427 voli)', 'Late Aircraft (378 voli)', 'Carrier (345 voli)']"
CLE,6,2788,-2.74,-8.11,493,31.44,26.47,330,156.18,150.52,"['Carrier (425 voli)', 'Late Aircraft (418 voli)', 'NAS (409 voli)']"
CLE,7,2711,-3.14,-7.68,518,31.76,27.61,397,162.64,158.33,"['Carrier (560 voli)', 'Late Aircraft (508 voli)', 'NAS (503 voli)']"
CLE,8,2748,-3.37,-8.26,434,31.07,26.89,236,167.83,168.91,"['NAS (446 voli)', 'Late Aircraft (346 voli)', 'Carrier (333 voli)']"
CLE,9,3033,-4.37,-9.88,250,31.34,27.4,100,166.27,162.28,"['NAS (223 voli)', 'Late Aircraft (196 voli)', 'Carrier (172 voli)']"
CLE,10,3074,-4.71,-11.28,229,30.48,22.82,117,143.07,134.56,"['Carrier (189 voli)', 'NAS (170 voli)', 'Late Aircraft (157 voli)']"
CLE,11,2655,-4.54,-10.79,247,30.97,21.96,139,139.77,133.8,"['NAS (214 voli)', 'Carrier (181 voli)', 'Late Aircraft (151 voli)']"
CLE,12,2400,-2.45,-7.23,432,31.1,25.05,222,124.85,122.18,"['NAS (417 voli)', 'Carrier (353 voli)', 'Late Aircraft (327 voli)']"
CLL,1,71,-5.66,-8.45,7,27.71,32.57,10,178.8,183.1,"['Weather (11 voli)', 'Carrier (8 voli)', 'NAS (8 voli)']"
CLL,2,80,-6.56,-7.61,3,21.0,30.33,2,174.0,163.0,"['NAS (9 voli)', 'Carrier (5 voli)', 'Late Aircraft (4 voli)']"
CLL,3,82,-6.84,-14.65,3,41.0,34.33,3,147.67,161.67,"['Late Aircraft (4 voli)', 'NAS (4 voli)', 'Weather (3 voli)']"
CLL,4,72,-5.03,-10.76,3,24.67,26.0,11,179.73,189.82,"['NAS (13 voli)', 'Late Aircraft (11 voli)', 'Weather (7 voli)']"
CLL,5,64,-5.17,-6.47,7,31.43,31.14,14,262.43,264.07,"['NAS (12 voli)', 'Weather (10 voli)', 'Carrier (8 voli)']"
CLL,6,70,-5.49,-10.77,11,33.27,32.82,7,146.14,148.0,"['Late Aircraft (11 voli)', 'NAS (9 voli)', 'Carrier (5 voli)']"
CLL,7,59,-4.27,-7.68,19,29.21,22.68,11,119.36,116.45,"['Late Aircraft (21 voli)', 'NAS (9 voli)', 'Carrier (9 voli)']"
CLL,8,75,-7.01,-8.67,11,31.64,26.45,6,222.83,218.5,"['Late Aircraft (11 voli)', 'NAS (7 voli)', 'Carrier (6 voli)']"
CLL,9,74,-5.95,-9.04,10,26.3,20.6,6,135.33,127.5,"['NAS (10 voli)', 'Late Aircraft (10 voli)', 'Carrier (4 voli)']"
CLL,10,103,-7.04,-12.3,5,36.4,35.6,9,187.89,183.0,"['Carrier (8 voli)', 'Late Aircraft (7 voli)', 'NAS (7 voli)']"
CLL,11,71,-6.96,-11.85,10,31.1,21.7,8,151.88,148.29,"['Late Aircraft (7 voli)', 'Carrier (6 voli)', 'Weather (5 voli)']"
CLL,12,66,-7.48,-10.95,9,35.78,28.89,13,137.85,134.69,"['Carrier (13 voli)', 'Weather (7 voli)', 'Late Aircraft (5 voli)']"
CLT,1,11532,-1.84,-6.14,2628,32.29,27.96,1655,136.27,132.78,"['Late Aircraft (2574 voli)', 'Carrier (2306 voli)', 'NAS (2004 voli)']"
CLT,2,12802,-2.36,-6.67,1887,30.84,25.97,711,125.89,120.13,"['Carrier (1704 voli)', 'NAS (1466 voli)', 'Late Aircraft (1429 voli)']"
CLT,3,12894,-1.53,-5.82,2785,31.1,26.55,1400,136.52,132.14,"['Carrier (2548 voli)', 'Late Aircraft (2478 voli)', 'NAS (2032 voli)']"
CLT,4,13610,-1.61,-4.4,2844,31.49,28.8,1487,133.41,130.54,"['Carrier (2734 voli)', 'Late Aircraft (2668 voli)', 'NAS (2400 voli)']"
CLT,5,12047,-0.86,-1.53,4002,32.69,33.66,2814,142.87,143.02,"['Late Aircraft (4640 voli)', 'Carrier (4504 voli)', 'NAS (4258 voli)']"
CLT,6,12550,-1.13,-6.26,3448,32.53,27.94,2258,146.13,141.31,"['Carrier (3511 voli)', 'Late Aircraft (3450 voli)', 'NAS (2398 voli)']"
CLT,7,9867,-0.72,-4.77,4024,33.84,31.08,4342,153.01,149.58,"['Late Aircraft (5917 voli)', 'Carrier (4897 voli)', 'NAS (3496 voli)']"
CLT,8,12464,-1.38,-6.16,3559,32.12,28.67,2400,149.48,145.1,"['Late Aircraft (3613 voli)', 'Carrier (3434 voli)', 'NAS (2590 voli)']"
CLT,9,14007,-1.97,-6.95,2554,31.47,26.46,1484,140.36,134.66,"['Late Aircraft (2429 voli)', 'Carrier (2126 voli)', 'NAS (1921 voli)']"
CLT,10,15379,-1.75,-7.98,2677,29.85,22.79,964,146.8,138.86,"['Carrier (2114 voli)', 'Late Aircraft (1957 voli)', 'NAS (1693 voli)']"
CLT,11,14719,-2.5,-6.99,1766,30.61,26.35,648,123.57,117.55,"['Carrier (1726 voli)', 'NAS (1586 voli)', 'Late Aircraft (1221 voli)']"
CLT,12,13111,-1.44,-5.56,2910,31.74,26.82,1473,131.92,126.08,"['Carrier (2765 voli)', 'Late Aircraft (2565 voli)', 'NAS (2104 voli)']"
CMH,1,2388,-3.16,-7.44,351,31.24,26.3,173,154.21,154.37,"['NAS (385 voli)', 'Carrier (260 voli)', 'Late Aircraft (253 voli)']"
CMH,2,2440,-3.49,-9.73,307,30.22,24.08,108,132.0,126.94,"['NAS (254 voli)', 'Carrier (176 voli)', 'Late Aircraft (149 voli)']"
CMH,3,2724,-2.88,-9.37,398,31.86,23.78,192,137.31,135.33,"['NAS (343 voli)', 'Late Aircraft (285 voli)', 'Carrier (280 voli)']"
CMH,4,2795,-3.12,-8.68,300,30.8,23.73,177,129.88,125.06,"['NAS (256 voli)', 'Late Aircraft (251 voli)', 'Carrier (237 voli)']"
CMH,5,2805,-2.54,-7.72,428,32.12,28.79,284,131.52,133.9,"['NAS (405 voli)', 'Late Aircraft (388 voli)', 'Carrier (347 voli)']"
