codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
B6,EWR,471,1.0,724.0,33.25,1.5,7
B6,EWR,476,1.0,705.0,28.01,6.9,8
B6,EWR,329,1.0,335.0,8.61,0.9,9
B6,EWR,337,1.0,341.0,15.05,5.9,10
B6,EWR,383,1.0,307.0,17.31,0.0,11
B6,EWR,515,1.0,315.0,27.36,0.6,12
B6,EYW,29,1.0,163.0,15.59,0.0,1
B6,EYW,29,1.0,213.0,32.31,6.9,2
B6,EYW,30,1.0,158.0,14.63,0.0,3
B6,EYW,29,1.0,227.0,12.66,3.4,4
B6,EYW,13,3.0,19.0,3.38,7.7,10
B6,EYW,20,3.0,46.0,6.95,0.0,11
B6,EYW,24,2.0,1226.0,91.33,4.2,12
B6,FLL,1652,1.0,807.0,23.84,1.2,1
B6,FLL,1616,1.0,578.0,21.33,1.1,2
B6,FLL,1767,1.0,691.0,31.56,1.9,3
B6,FLL,1633,1.0,635.0,20.3,0.9,4
B6,FLL,1534,1.0,556.0,17.84,0.6,5
B6,FLL,1402,1.0,541.0,20.02,5.1,6
B6,FLL,1451,1.0,816.0,20.29,0.6,7
B6,FLL,1421,1.0,688.0,30.43,2.4,8
B6,FLL,1226,1.0,252.0,15.67,0.2,9
B6,FLL,1348,1.0,248.0,9.32,1.0,10
B6,FLL,1525,1.0,544.0,8.64,0.0,11
B6,FLL,1731,1.0,729.0,21.29,0.8,12
B6,HDN,25,1.0,167.0,26.88,0.0,2
B6,HDN,27,2.0,1279.0,158.26,3.7,3
B6,HPN,413,1.0,401.0,21.74,1.0,1
B6,HPN,344,1.0,565.0,16.47,1.2,2
B6,HPN,389,1.0,619.0,19.89,1.3,3
B6,HPN,357,1.0,475.0,20.47,2.2,4
B6,HPN,386,1.0,332.0,15.49,1.0,5
B6,HPN,360,1.0,378.0,15.59,1.9,6
B6,HPN,447,1.0,539.0,22.24,0.7,7
B6,HPN,444,1.0,746.0,24.95,2.7,8
B6,HPN,405,1.0,844.0,15.26,0.7,9
B6,HPN,407,1.0,254.0,5.91,6.1,10
B6,HPN,327,1.0,202.0,6.82,0.0,11
B6,HPN,453,1.0,972.0,29.74,0.2,12
B6,HYA,9,86.0,441.0,72.0,0.0,5
B6,HYA,30,2.0,301.0,28.33,6.7,6
B6,HYA,31,3.0,356.0,57.19,6.5,7
B6,HYA,31,1.0,1097.0,76.35,9.7,8
B6,HYA,3,3.0,61.0,25.67,0.0,9
B6,IAH,57,2.0,164.0,23.72,8.8,1
B6,IAH,55,1.0,338.0,26.45,1.8,2
B6,IAH,62,1.0,1062.0,46.15,0.0,3
B6,IAH,55,3.0,180.0,18.73,3.6,4
B6,IAH,62,1.0,641.0,50.05,1.6,5
B6,IAH,60,2.0,336.0,20.47,0.0,6
B6,IAH,62,4.0,804.0,35.55,4.8,7
B6,IAH,61,4.0,349.0,31.8,1.6,8
B6,IAH,57,2.0,439.0,25.82,3.5,9
B6,IAH,56,2.0,181.0,11.11,0.0,10
B6,IAH,61,2.0,71.0,10.3,0.0,11
B6,IAH,62,1.0,222.0,33.65,1.6,12
B6,ISP,13,16.0,36.0,6.08,0.0,10
B6,ISP,63,1.0,323.0,12.81,0.0,11
B6,ISP,66,2.0,1179.0,32.83,0.0,12
B6,JAX,118,2.0,211.0,23.15,1.7,1
B6,JAX,108,1.0,301.0,17.79,2.8,2
B6,JAX,123,1.0,381.0,24.28,1.6,3
B6,JAX,113,1.0,235.0,15.61,1.8,4
B6,JAX,176,1.0,713.0,25.09,1.1,5
B6,JAX,160,1.0,281.0,22.11,5.0,6
B6,JAX,152,3.0,434.0,36.52,2.0,7
B6,JAX,153,3.0,1266.0,47.65,5.9,8
B6,JAX,177,1.0,625.0,23.62,0.0,9
B6,JAX,186,1.0,397.0,10.94,2.2,10
B6,JAX,163,1.0,182.0,8.16,0.0,11
B6,JAX,169,1.0,355.0,22.74,1.8,12
B6,JFK,2427,1.0,612.0,25.24,1.5,1
B6,JFK,2397,1.0,448.0,22.04,2.1,2
B6,JFK,2875,1.0,885.0,33.36,1.9,3
B6,JFK,2881,1.0,530.0,20.85,1.5,4
B6,JFK,2988,1.0,547.0,20.02,0.8,5
B6,JFK,2881,1.0,515.0,27.18,3.8,6
B6,JFK,3092,1.0,813.0,28.22,2.2,7
B6,JFK,3101,1.0,602.0,33.09,6.6,8
B6,JFK,2570,1.0,709.0,12.84,0.4,9
B6,JFK,2498,1.0,354.0,8.59,1.6,10
B6,JFK,2421,1.0,440.0,11.71,0.0,11
B6,JFK,2959,1.0,449.0,23.76,1.0,12
B6,LAS,170,1.0,918.0,26.61,1.8,1
B6,LAS,180,1.0,271.0,17.88,0.6,2
B6,LAS,210,1.0,877.0,29.89,1.0,3
B6,LAS,201,1.0,1343.0,26.49,1.5,4
B6,LAS,266,1.0,990.0,26.05,0.0,5
B6,LAS,229,1.0,1380.0,47.27,1.3,6
B6,LAS,208,1.0,1064.0,40.01,0.5,7
B6,LAS,229,1.0,990.0,35.1,3.5,8
B6,LAS,235,1.0,1161.0,16.17,0.0,9
B6,LAS,263,1.0,277.0,7.7,0.0,10
B6,LAS,179,1.0,869.0,15.43,0.0,11
B6,LAS,218,1.0,1280.0,18.46,0.9,12
B6,LAX,782,1.0,516.0,16.43,0.4,1
B6,LAX,706,1.0,381.0,12.3,0.3,2
B6,LAX,847,1.0,841.0,26.06,0.6,3
B6,LAX,751,1.0,414.0,19.3,0.1,4
B6,LAX,852,1.0,443.0,14.24,0.0,5
B6,LAX,723,1.0,406.0,16.77,0.7,6
B6,LAX,696,1.0,232.0,14.43,0.1,7
B6,LAX,693,1.0,547.0,19.88,2.0,8
B6,LAX,606,1.0,396.0,7.14,0.0,9
B6,LAX,613,1.0,241.0,5.43,0.0,10
B6,LAX,355,1.0,248.0,8.37,0.0,11
B6,LAX,593,1.0,703.0,13.11,0.0,12
B6,LGA,931,1.0,436.0,23.68,2.1,1
B6,LGA,873,1.0,1196.0,21.56,1.6,2
B6,LGA,974,1.0,475.0,25.55,1.3,3
B6,LGA,726,1.0,734.0,20.52,3.0,4
B6,LGA,749,1.0,931.0,22.86,0.7,5
B6,LGA,716,1.0,842.0,24.11,3.8,6
B6,LGA,806,1.0,438.0,34.45,1.9,7
B6,LGA,792,1.0,721.0,42.09,7.3,8
B6,LGA,727,1.0,474.0,14.55,0.4,9
B6,LGA,694,1.0,659.0,13.1,3.7,10
B6,LGA,352,1.0,117.0,7.19,0.0,11
B6,LGA,418,1.0,770.0,23.68,1.4,12
B6,MCI,31,14.0,1186.0,83.9,0.0,1
B6,MCI,29,3.0,208.0,16.66,3.4,2
B6,MCI,31,3.0,183.0,43.81,0.0,3
B6,MCI,27,3.0,114.0,12.0,0.0,4
B6,MCI,30,1.0,212.0,26.17,0.0,5
B6,MCI,12,19.0,111.0,12.75,0.0,6
B6,MCO,1321,1.0,953.0,21.05,1.5,1
B6,MCO,1296,1.0,611.0,19.65,1.0,2
B6,MCO,1513,1.0,1029.0,32.86,1.7,3
B6,MCO,1423,1.0,485.0,17.36,1.5,4
B6,MCO,1489,1.0,572.0,26.97,0.6,5
B6,MCO,1396,1.0,837.0,30.34,1.4,6
B6,MCO,1441,1.0,766.0,33.34,1.0,7
B6,MCO,1485,1.0,662.0,34.01,3.6,8
B6,MCO,1164,1.0,500.0,12.62,0.0,9
B6,MCO,1249,1.0,276.0,7.9,8.2,10
B6,MCO,1456,1.0,529.0,10.82,0.0,11
B6,MCO,1673,1.0,630.0,23.4,0.3,12
B6,MIA,198,2.0,959.0,31.37,1.5,1
B6,MIA,208,1.0,557.0,24.83,1.9,2
B6,MIA,251,1.0,884.0,40.57,4.8,3
B6,MIA,234,1.0,512.0,30.04,1.7,4
B6,MIA,172,1.0,389.0,22.29,1.2,5
B6,MIA,110,1.0,960.0,40.85,4.5,6
B6,MIA,90,2.0,352.0,30.79,3.3,7
B6,MIA,90,3.0,863.0,74.11,5.6,8
B6,MIA,77,3.0,126.0,14.17,0.0,9
B6,MIA,86,1.0,722.0,20.83,0.0,10
B6,MIA,139,2.0,398.0,11.86,0.0,11
B6,MIA,166,1.0,545.0,36.29,2.4,12
B6,MKE,32,2.0,371.0,23.28,3.1,1
B6,MKE,44,3.0,135.0,10.25,2.3,2
B6,MKE,61,4.0,144.0,14.51,0.0,3
B6,MKE,51,6.0,250.0,23.88,0.0,4
B6,MKE,54,3.0,62.0,9.65,0.0,5
B6,MKE,50,13.0,1003.0,54.7,0.0,6
B6,MKE,53,4.0,220.0,25.6,1.9,7
B6,MKE,57,3.0,297.0,23.09,5.3,8
B6,MKE,46,1.0,228.0,20.48,0.0,9
B6,MKE,43,13.0,1104.0,32.37,0.0,10
B6,MSP,28,33.0,1056.0,135.14,3.6,1
B6,MSP,29,13.0,139.0,16.9,3.4,2
B6,MSP,28,4.0,410.0,25.25,0.0,3
B6,MSP,28,1.0,212.0,19.36,3.6,4
B6,MSP,49,1.0,235.0,18.67,0.0,5
B6,MSP,36,3.0,328.0,32.25,2.8,6
B6,MSP,31,2.0,313.0,55.48,0.0,7
B6,MSP,31,14.0,987.0,80.71,3.2,8
B6,MSP,30,4.0,103.0,10.97,0.0,9
B6,MSP,24,1.0,92.0,12.83,0.0,10
B6,MSY,118,1.0,918.0,38.66,2.5,1
B6,MSY,126,1.0,354.0,20.52,0.8,2
B6,MSY,138,3.0,934.0,29.54,6.5,3
B6,MSY,98,2.0,577.0,31.58,0.0,4
B6,MSY,172,1.0,1282.0,46.66,1.2,5
B6,MSY,103,2.0,289.0,22.68,1.9,6
B6,MSY,62,1.0,177.0,20.1,0.0,7
B6,MSY,61,2.0,512.0,40.89,3.3,8
B6,MSY,67,1.0,770.0,27.81,4.5,9
B6,MSY,88,1.0,208.0,14.55,0.0,10
B6,MSY,117,1.0,265.0,11.43,0.0,11
B6,MSY,114,1.0,278.0,26.15,1.8,12
B6,MVY,11,2.0,103.0,9.55,9.1,5
B6,MVY,102,1.0,1045.0,35.68,5.9,6
B6,MVY,150,1.0,349.0,25.37,6.0,7
B6,MVY,154,1.0,965.0,41.31,8.4,8
B6,MVY,52,1.0,196.0,15.69,0.0,9
B6,MVY,32,1.0,274.0,13.69,0.0,10
B6,ONT,29,2.0,1005.0,59.34,0.0,1
B6,ONT,27,1.0,31.0,5.07,3.7,2
B6,ONT,30,5.0,198.0,16.67,3.3,3
B6,ONT,20,13.0,574.0,43.0,0.0,4
B6,ONT,27,1.0,79.0,6.15,0.0,5
B6,ONT,27,7.0,137.0,12.93,3.7,6
B6,ONT,31,3.0,156.0,17.19,0.0,7
B6,ONT,29,4.0,103.0,18.14,10.3,8
B6,ONT,29,20.0,29.0,2.55,0.0,9
B6,ONT,25,15.0,53.0,3.52,0.0,10
B6,ORD,81,1.0,1040.0,35.02,8.6,1
B6,ORD,78,3.0,1028.0,44.85,1.3,2
B6,ORD,89,1.0,96.0,9.07,1.1,3
B6,ORD,75,1.0,225.0,14.72,1.3,4
B6,ORD,109,1.0,851.0,32.54,1.8,5
B6,ORD,107,1.0,1056.0,59.48,2.8,6
B6,ORD,115,2.0,1093.0,56.47,0.0,7
B6,ORD,116,1.0,286.0,39.23,5.2,8
B6,ORD,111,1.0,683.0,15.02,0.0,9
B6,ORD,106,1.0,429.0,19.59,0.0,10
B6,ORD,92,1.0,142.0,9.82,0.0,11
B6,ORD,82,1.0,185.0,14.76,1.2,12
B6,ORH,51,2.0,480.0,38.57,5.9,1
B6,ORH,67,1.0,193.0,27.61,0.0,2
B6,ORH,88,2.0,383.0,38.45,4.5,3
B6,ORH,55,1.0,217.0,18.02,1.8,4
B6,ORH,44,1.0,1335.0,78.07,0.0,5
B6,ORH,44,1.0,307.0,31.86,4.5,6
B6,ORH,53,6.0,146.0,26.92,0.0,7
B6,ORH,47,2.0,275.0,42.3,6.4,8
B6,ORH,35,4.0,214.0,15.29,0.0,9
B6,ORH,38,2.0,127.0,8.71,2.6,10
B6,ORH,52,1.0,295.0,15.85,0.0,11
B6,ORH,64,1.0,214.0,22.61,0.0,12
B6,PBI,694,1.0,628.0,21.04,1.7,1
B6,PBI,753,1.0,532.0,18.57,1.3,2
B6,PBI,874,1.0,1006.0,25.65,0.8,3
B6,PBI,745,1.0,493.0,18.24,1.3,4
B6,PBI,618,1.0,352.0,21.82,0.5,5
B6,PBI,553,1.0,409.0,25.07,3.4,6
B6,PBI,572,1.0,362.0,27.27,0.9,7
B6,PBI,560,1.0,1150.0,28.93,4.1,8
B6,PBI,481,1.0,917.0,13.88,0.0,9
B6,PBI,610,1.0,337.0,10.21,5.6,10
B6,PBI,825,1.0,268.0,9.13,0.0,11
B6,PBI,942,1.0,746.0,25.17,1.2,12
B6,PDX,4,4.0,86.0,28.5,0.0,3
B6,PDX,25,11.0,56.0,4.52,0.0,4
B6,PDX,30,2.0,1156.0,49.7,0.0,5
B6,PDX,30,3.0,160.0,24.17,3.3,6
B6,PDX,31,10.0,1190.0,80.06,0.0,7
B6,PDX,31,1.0,1267.0,89.55,0.0,8
B6,PDX,30,3.0,1151.0,61.8,3.3,9
B6,PDX,24,2.0,83.0,7.75,0.0,10
B6,PHL,87,1.0,267.0,18.78,2.3,1
B6,PHL,80,1.0,159.0,10.11,1.3,2
B6,PHL,81,2.0,304.0,11.73,1.2,3
B6,PHL,79,2.0,141.0,8.52,3.8,4
B6,PHL,79,3.0,234.0,23.15,0.0,5
B6,PHL,81,2.0,147.0,11.81,3.7,6
B6,PHL,78,2.0,306.0,9.58,0.0,7
B6,PHL,80,2.0,221.0,22.89,6.3,8
B6,PHL,103,2.0,272.0,13.39,0.0,9
B6,PHL,107,1.0,199.0,11.21,0.0,10
B6,PHL,98,1.0,191.0,7.18,0.0,11
B6,PHL,77,6.0,248.0,13.83,3.9,12
B6,PHX,60,1.0,1137.0,42.73,0.0,1
B6,PHX,53,1.0,1164.0,37.26,1.9,2
B6,PHX,59,2.0,358.0,45.15,3.4,3
B6,PHX,46,7.0,157.0,18.76,0.0,4
B6,PHX,60,1.0,99.0,18.15,0.0,5
B6,PHX,58,1.0,1231.0,61.12,1.7,6
B6,PHX,62,1.0,1264.0,114.34,1.6,7
B6,PHX,61,1.0,1186.0,58.67,6.6,8
B6,PHX,58,1.0,1032.0,21.79,0.0,9
B6,PHX,74,3.0,172.0,9.43,0.0,10
B6,PHX,135,1.0,1063.0,25.67,0.0,11
B6,PHX,158,1.0,234.0,17.5,1.3,12
B6,PIT,75,4.0,200.0,20.4,5.3,1
B6,PIT,74,2.0,278.0,17.28,2.7,2
B6,PIT,86,2.0,120.0,10.1,0.0,3
B6,PIT,90,1.0,604.0,23.02,3.3,4
B6,PIT,92,1.0,331.0,19.54,0.0,5
B6,PIT,99,1.0,350.0,19.15,2.0,6
B6,PIT,108,1.0,281.0,17.01,0.0,7
B6,PIT,110,1.0,471.0,23.73,5.5,8
B6,PIT,111,1.0,134.0,15.33,0.0,9
B6,PIT,110,1.0,422.0,8.65,0.0,10
B6,PIT,92,1.0,163.0,8.64,0.0,11
B6,PIT,105,1.0,251.0,22.04,3.8,12
B6,PQI,25,2.0,564.0,24.72,0.0,9
B6,PQI,31,1.0,22.0,3.97,0.0,10
B6,PQI,28,2.0,60.0,6.64,0.0,11
B6,PQI,27,2.0,155.0,18.41,3.7,12
B6,PSE,64,3.0,563.0,26.48,1.6,1
B6,PSE,56,8.0,58.0,6.23,0.0,2
B6,PSE,58,2.0,224.0,11.86,1.7,3
B6,PSE,45,1.0,39.0,2.27,2.2,4
B6,PSE,45,2.0,100.0,8.0,0.0,5
B6,PSE,52,1.0,261.0,29.31,3.8,6
B6,PSE,59,1.0,167.0,23.15,1.7,7
B6,PSE,60,3.0,218.0,25.37,8.3,8
B6,PSE,37,1.0,69.0,4.43,0.0,9
B6,PSE,29,2.0,55.0,2.14,10.3,10
B6,PSE,18,27.0,27.0,1.5,0.0,11
B6,PSE,52,3.0,838.0,24.42,1.9,12
B6,PSP,3,16.0,27.0,23.0,0.0,1
B6,PSP,14,16.0,123.0,21.14,0.0,2
B6,PSP,29,2.0,1046.0,61.38,3.4,3
B6,PSP,19,1.0,233.0,21.74,0.0,4
B6,PVD,85,2.0,947.0,33.48,3.5,1
B6,PVD,83,1.0,201.0,16.99,0.0,2
B6,PVD,120,1.0,132.0,10.28,0.8,3
B6,PVD,101,1.0,350.0,10.96,1.0,4
B6,PVD,115,1.0,428.0,22.7,0.9,5
B6,PVD,79,1.0,261.0,21.42,1.3,6
B6,PVD,86,1.0,490.0,40.33,0.0,7
B6,PVD,89,1.0,260.0,27.65,2.2,8
B6,PVD,83,1.0,162.0,14.6,0.0,9
B6,PVD,110,1.0,238.0,9.98,3.6,10
B6,PVD,195,1.0,353.0,8.0,0.0,11
B6,PVD,266,1.0,525.0,17.26,0.4,12
B6,PWM,31,8.0,256.0,22.42,3.2,5
B6,PWM,47,1.0,196.0,20.49,10.6,6
B6,PWM,62,2.0,990.0,37.5,4.8,7
B6,PWM,80,1.0,158.0,17.63,10.0,8
B6,PWM,62,1.0,257.0,16.4,0.0,9
B6,PWM,53,2.0,235.0,18.66,0.0,10
B6,PWM,8,8.0,8.0,1.0,0.0,11
B6,PWM,7,19.0,148.0,27.86,0.0,12
B6,RDU,221,1.0,690.0,24.06,0.9,1
B6,RDU,213,1.0,190.0,14.78,1.4,2
B6,RDU,237,1.0,297.0,22.64,1.3,3
B6,RDU,228,1.0,333.0,21.81,2.2,4
B6,RDU,294,1.0,344.0,20.29,1.0,5
B6,RDU,273,1.0,1108.0,25.15,2.9,6
B6,RDU,261,1.0,619.0,25.51,1.5,7
B6,RDU,291,1.0,600.0,34.69,4.5,8
B6,RDU,267,1.0,948.0,20.89,0.0,9
B6,RDU,278,1.0,475.0,11.59,1.1,10
B6,RDU,267,1.0,254.0,9.7,0.0,11
B6,RDU,285,1.0,791.0,19.02,2.5,12
B6,RIC,117,1.0,1311.0,35.89,1.7,1
B6,RIC,134,1.0,582.0,26.83,0.7,2
B6,RIC,175,1.0,278.0,17.11,0.6,3
B6,RIC,127,1.0,248.0,18.03,2.4,4
B6,RIC,162,2.0,692.0,21.6,0.6,5
B6,RIC,134,2.0,927.0,27.45,2.2,6
B6,RIC,122,2.0,292.0,20.66,0.8,7
B6,RIC,120,1.0,275.0,22.92,3.3,8
B6,RIC,142,1.0,175.0,9.79,0.0,9
B6,RIC,145,1.0,226.0,6.86,2.1,10
B6,RIC,127,1.0,212.0,9.96,0.0,11
B6,RIC,154,1.0,354.0,11.99,1.3,12
B6,RNO,14,5.0,918.0,93.71,0.0,1
B6,RNO,37,13.0,360.0,25.57,0.0,2
B6,RNO,59,3.0,368.0,39.76,1.7,3
B6,RNO,24,5.0,205.0,27.88,0.0,4
B6,RNO,28,6.0,16.0,1.36,0.0,5
B6,RNO,27,5.0,1021.0,46.81,7.4,6
B6,RNO,30,7.0,96.0,13.37,0.0,7
B6,RNO,10,3.0,125.0,31.1,20.0,8
B6,RNO,13,3.0,201.0,40.0,7.7,12
B6,ROC,65,1.0,255.0,20.14,6.2,1
B6,ROC,57,1.0,561.0,24.68,3.5,2
B6,ROC,56,1.0,199.0,9.41,0.0,3
B6,ROC,30,1.0,339.0,20.27,3.3,4
B6,ROC,62,1.0,421.0,25.29,3.2,5
B6,ROC,60,1.0,258.0,26.87,6.7,6
B6,ROC,62,2.0,401.0,29.58,4.8,7
B6,ROC,61,2.0,375.0,34.69,11.5,8
B6,ROC,87,2.0,373.0,28.64,0.0,9
B6,ROC,87,1.0,115.0,9.14,0.0,10
B6,ROC,58,1.0,312.0,13.07,0.0,11
B6,ROC,61,2.0,219.0,29.2,0.0,12
B6,RSW,350,1.0,653.0,32.92,1.7,1
B6,RSW,400,1.0,1156.0,29.51,1.0,2
B6,RSW,465,1.0,446.0,30.13,2.2,3
B6,RSW,357,1.0,908.0,20.63,1.4,4
B6,RSW,234,1.0,236.0,22.15,0.4,5
B6,RSW,180,1.0,1330.0,43.08,5.0,6
B6,RSW,182,1.0,427.0,33.19,2.7,7
B6,RSW,180,2.0,328.0,27.4,7.2,8
B6,RSW,233,1.0,694.0,13.33,4.7,9
B6,RSW,290,1.0,359.0,11.61,10.3,10
B6,RSW,388,1.0,382.0,12.77,0.0,11
B6,RSW,444,1.0,1385.0,31.76,1.1,12
B6,SAN,120,1.0,895.0,36.23,0.0,1
B6,SAN,109,2.0,324.0,19.87,0.9,2
B6,SAN,134,1.0,339.0,18.57,0.7,3
B6,SAN,134,1.0,257.0,11.8,0.0,4
B6,SAN,169,1.0,1068.0,19.2,0.0,5
B6,SAN,154,1.0,258.0,24.8,0.6,6
B6,SAN,153,1.0,917.0,34.29,0.0,7
B6,SAN,150,1.0,1232.0,45.15,0.0,8
B6,SAN,130,1.0,110.0,12.32,0.0,9
B6,SAN,155,1.0,262.0,17.06,0.0,10
B6,SAN,104,1.0,168.0,12.23,0.0,11
B6,SAN,127,1.0,1040.0,49.57,1.6,12
B6,SAT,59,1.0,1157.0,42.25,1.7,1
B6,SAT,58,1.0,1123.0,34.6,3.4,2
B6,SAT,62,3.0,309.0,30.97,0.0,3
B6,SAT,52,4.0,1319.0,41.44,0.0,4
B6,SAT,54,2.0,333.0,30.24,0.0,5
B6,SAT,56,2.0,259.0,33.2,0.0,6
B6,SAT,60,3.0,116.0,20.28,6.7,7
B6,SAT,62,4.0,1322.0,47.31,6.5,8
B6,SAT,40,1.0,117.0,17.13,0.0,9
B6,SAT,51,1.0,145.0,15.12,2.0,10
B6,SAV,59,1.0,1129.0,38.0,0.0,1
B6,SAV,56,4.0,131.0,15.75,1.8,2
B6,SAV,59,1.0,143.0,19.59,5.1,3
B6,SAV,58,2.0,255.0,20.95,0.0,4
B6,SAV,78,1.0,209.0,17.88,1.3,5
B6,SAV,63,1.0,369.0,21.24,3.2,6
B6,SAV,60,2.0,395.0,32.97,0.0,7
B6,SAV,61,4.0,190.0,32.26,1.6,8
B6,SAV,80,1.0,137.0,11.84,0.0,9
B6,SAV,91,1.0,156.0,11.65,0.0,10
B6,SAV,109,1.0,125.0,14.17,0.0,11
B6,SAV,116,1.0,327.0,20.83,1.7,12
B6,SEA,61,2.0,204.0,26.31,0.0,1
B6,SEA,58,1.0,155.0,16.1,0.0,2
B6,SEA,61,1.0,201.0,15.39,0.0,3
B6,SEA,52,6.0,226.0,28.52,0.0,4
B6,SEA,57,1.0,157.0,18.49,1.8,5
B6,SEA,70,2.0,140.0,25.0,0.0,6
B6,SEA,92,1.0,1009.0,27.68,1.1,7
B6,SEA,91,1.0,261.0,33.8,3.3,8
B6,SEA,60,1.0,68.0,9.67,0.0,9
B6,SEA,53,2.0,188.0,8.77,0.0,10
B6,SEA,30,1.0,59.0,8.27,0.0,11
B6,SEA,31,1.0,230.0,38.48,0.0,12
B6,SFO,317,1.0,356.0,17.56,0.0,1
B6,SFO,280,1.0,298.0,19.81,0.0,2
B6,SFO,343,1.0,1203.0,38.71,0.6,3
B6,SFO,269,1.0,639.0,21.54,0.4,4
B6,SFO,345,1.0,210.0,15.99,0.3,5
B6,SFO,327,1.0,720.0,23.05,1.5,6
B6,SFO,333,1.0,279.0,15.04,0.0,7
B6,SFO,314,1.0,697.0,37.67,2.9,8
B6,SFO,334,1.0,1171.0,13.94,0.0,9
B6,SFO,297,1.0,186.0,7.39,0.0,10
B6,SFO,276,1.0,410.0,10.94,0.0,11
B6,SFO,348,1.0,357.0,17.49,0.0,12
B6,SJC,4,41.0,90.0,69.5,0.0,3
B6,SJC,30,2.0,1184.0,70.7,3.3,4
B6,SJC,29,5.0,98.0,11.24,0.0,5
B6,SJC,28,1.0,246.0,26.5,3.6,6
B6,SJC,30,9.0,196.0,31.77,0.0,7
B6,SJC,31,6.0,218.0,29.94,3.2,8
B6,SJC,3,3.0,8.0,3.67,0.0,9
B6,SJU,710,1.0,460.0,24.88,0.7,1
B6,SJU,618,1.0,586.0,27.24,1.8,2
B6,SJU,727,1.0,1385.0,44.1,2.2,3
B6,SJU,721,1.0,599.0,19.71,1.4,4
B6,SJU,730,1.0,832.0,22.26,0.3,5
B6,SJU,869,1.0,788.0,25.61,1.0,6
B6,SJU,965,1.0,836.0,27.1,0.7,7
B6,SJU,953,1.0,1018.0,34.8,2.8,8
B6,SJU,610,1.0,565.0,17.58,0.5,9
B6,SJU,726,1.0,864.0,14.25,2.3,10
B6,SJU,940,1.0,761.0,15.45,0.0,11
B6,SJU,1087,1.0,788.0,25.2,0.3,12
B6,SLC,188,1.0,1000.0,29.95,0.0,1
B6,SLC,182,1.0,902.0,22.7,0.5,2
B6,SLC,207,1.0,803.0,28.68,1.9,3
B6,SLC,149,1.0,190.0,14.81,0.7,4
B6,SLC,153,1.0,1087.0,16.99,0.0,5
B6,SLC,111,1.0,241.0,20.26,0.9,6
B6,SLC,88,2.0,1104.0,58.43,2.3,7
B6,SLC,91,2.0,1141.0,49.29,1.1,8
B6,SLC,88,1.0,703.0,17.74,0.0,9
B6,SLC,81,2.0,127.0,5.73,0.0,10
B6,SLC,38,1.0,920.0,35.0,0.0,11
B6,SLC,57,1.0,298.0,21.7,1.8,12
B6,SMF,31,1.0,149.0,20.26,0.0,1
B6,SMF,29,2.0,1093.0,68.17,3.4,2
B6,SMF,31,3.0,1045.0,68.0,3.2,3
B6,SMF,27,2.0,1051.0,46.41,0.0,4
B6,SMF,29,3.0,178.0,19.79,0.0,5
B6,SMF,46,6.0,1350.0,84.13,0.0,6
B6,SMF,55,2.0,1375.0,62.35,0.0,7
B6,SMF,59,2.0,1033.0,45.07,5.1,8
B6,SMF,33,1.0,1188.0,54.45,0.0,9
B6,SMF,24,2.0,160.0,14.54,0.0,10
B6,SRQ,84,1.0,207.0,20.46,4.8,1
B6,SRQ,84,2.0,1203.0,35.77,2.4,2
B6,SRQ,84,2.0,255.0,21.81,2.4,3
B6,SRQ,57,1.0,168.0,17.21,1.8,4
B6,SRQ,61,1.0,192.0,29.0,0.0,5
B6,SRQ,41,2.0,228.0,25.46,0.0,6
B6,SRQ,31,1.0,139.0,20.52,0.0,7
B6,SRQ,27,4.0,229.0,21.0,7.4,8
B6,SRQ,29,1.0,131.0,17.34,3.4,9
B6,SRQ,60,1.0,73.0,4.13,26.7,10
B6,SRQ,87,1.0,1042.0,26.56,0.0,11
B6,SRQ,84,1.0,300.0,29.36,2.4,12
B6,STT,44,1.0,207.0,13.41,2.3,1
B6,STT,52,3.0,145.0,22.85,5.8,2
B6,STT,71,5.0,1358.0,40.07,5.6,3
B6,STT,67,1.0,160.0,12.15,3.0,4
B6,STT,38,2.0,271.0,19.37,2.6,5
B6,STT,56,1.0,138.0,17.21,0.0,6
B6,STT,64,1.0,154.0,17.38,0.0,7
B6,STT,67,5.0,306.0,29.39,1.5,8
B6,STT,48,2.0,1368.0,44.21,2.1,9
B6,STT,61,1.0,181.0,18.3,0.0,10
B6,STT,42,1.0,165.0,15.79,0.0,11
B6,STT,52,1.0,101.0,15.19,0.0,12
B6,STX,20,4.0,137.0,17.85,0.0,12
B6,SYR,110,1.0,1401.0,27.6,4.5,1
B6,SYR,105,2.0,311.0,18.28,1.9,2
B6,SYR,122,1.0,593.0,24.14,2.5,3
B6,SYR,86,1.0,499.0,19.52,2.3,4
B6,SYR,92,2.0,128.0,6.08,1.1,5
B6,SYR,86,1.0,217.0,10.23,4.7,6
B6,SYR,92,2.0,484.0,24.38,1.1,7
B6,SYR,93,1.0,636.0,29.38,8.6,8
B6,SYR,115,1.0,409.0,12.67,0.0,9
B6,SYR,122,1.0,125.0,6.25,1.6,10
B6,SYR,132,1.0,391.0,13.62,0.0,11
B6,SYR,144,1.0,302.0,24.04,1.4,12
B6,TLH,27,1.0,66.0,3.33,3.7,1
B6,TLH,29,2.0,61.0,2.38,0.0,2
