codice,aeroporto_partenza,numero_voli,ritardo_minimo,ritardo_massimo,ritardo_medio,tasso_cancellazione,mese
9E,GRR,78,1.0,109.0,7.03,0.0,10
9E,GRR,21,41.0,42.0,3.95,0.0,11
9E,GRR,38,5.0,214.0,14.53,0.0,12
9E,GSO,110,3.0,187.0,11.25,4.5,1
9E,GSO,104,1.0,250.0,5.37,1.9,2
9E,GSO,129,1.0,150.0,7.98,0.0,3
9E,GSO,114,1.0,220.0,7.38,1.8,4
9E,GSO,108,1.0,193.0,6.5,1.9,5
9E,GSO,140,1.0,232.0,8.68,3.6,6
9E,GSO,160,1.0,268.0,21.89,10.0,7
9E,GSO,164,1.0,879.0,19.48,6.7,8
9E,GSO,114,1.0,250.0,3.26,0.0,9
9E,GSO,114,3.0,122.0,3.53,0.0,10
9E,GSO,93,7.0,86.0,3.73,0.0,11
9E,GSO,143,2.0,435.0,16.07,0.0,12
9E,GSP,90,6.0,373.0,21.73,6.7,1
9E,GSP,76,1.0,285.0,15.39,1.3,2
9E,GSP,101,2.0,55.0,3.07,0.0,3
9E,GSP,102,2.0,829.0,10.88,2.0,4
9E,GSP,86,1.0,133.0,11.63,2.3,5
9E,GSP,97,1.0,797.0,19.14,4.1,6
9E,GSP,122,1.0,330.0,22.45,6.6,7
9E,GSP,106,1.0,190.0,13.94,4.7,8
9E,GSP,135,4.0,765.0,15.3,1.5,9
9E,GSP,154,1.0,186.0,3.61,0.0,10
9E,GSP,150,2.0,185.0,5.75,0.0,11
9E,GSP,126,2.0,88.0,6.55,0.0,12
9E,GTR,56,11.0,369.0,24.21,10.7,1
9E,GTR,52,3.0,17.0,0.88,0.0,2
9E,GTR,61,2.0,381.0,7.56,0.0,3
9E,GTR,60,1.0,143.0,8.02,0.0,4
9E,GTR,62,3.0,171.0,9.19,0.0,5
9E,GTR,60,2.0,127.0,7.05,0.0,6
9E,GTR,62,1.0,306.0,23.92,3.2,7
9E,GTR,62,6.0,95.0,1.97,0.0,8
9E,GTR,59,2.0,148.0,5.97,0.0,9
9E,GTR,62,5.0,23.0,0.89,0.0,10
9E,GTR,59,1.0,285.0,9.34,0.0,11
9E,GTR,58,7.0,129.0,11.28,0.0,12
9E,HPN,72,2.0,899.0,36.31,1.4,1
9E,HPN,88,2.0,111.0,7.38,1.1,2
9E,HPN,68,1.0,84.0,4.34,0.0,3
9E,HPN,71,1.0,334.0,13.68,2.8,4
9E,HPN,90,1.0,283.0,13.82,0.0,5
9E,HPN,85,6.0,145.0,7.66,0.0,6
9E,HPN,70,2.0,274.0,32.84,10.0,7
9E,HPN,72,1.0,373.0,23.14,4.2,8
9E,HPN,65,1.0,151.0,9.22,0.0,9
9E,HPN,58,2.0,43.0,1.36,0.0,10
9E,HPN,81,1.0,71.0,3.4,0.0,11
9E,HPN,79,2.0,218.0,15.27,0.0,12
9E,HSV,118,1.0,242.0,18.28,5.1,1
9E,HSV,35,1.0,96.0,2.77,0.0,2
9E,HSV,33,8.0,150.0,7.94,0.0,3
9E,HSV,109,2.0,194.0,10.11,0.0,4
9E,HSV,109,1.0,137.0,7.44,0.9,5
9E,HSV,40,1.0,989.0,41.73,0.0,6
9E,HSV,1,0.0,-15.0,0.0,0.0,7
9E,HSV,6,5.0,5.0,0.83,0.0,8
9E,HSV,45,1.0,36.0,1.04,0.0,10
9E,HSV,20,3.0,194.0,11.85,0.0,11
9E,HSV,70,2.0,151.0,10.11,2.9,12
9E,IAD,60,5.0,169.0,15.57,1.7,1
9E,IAD,61,3.0,137.0,9.84,0.0,2
9E,IAD,86,1.0,202.0,8.91,0.0,3
9E,IAD,25,1.0,107.0,10.48,0.0,4
9E,IAD,30,8.0,92.0,8.73,0.0,9
9E,IAD,51,3.0,89.0,2.82,0.0,10
9E,IAD,17,20.0,62.0,6.29,0.0,11
9E,IAD,23,2.0,382.0,28.57,0.0,12
9E,ICT,53,2.0,90.0,14.47,0.0,1
9E,ICT,47,4.0,66.0,6.38,0.0,2
9E,ICT,16,1.0,11.0,1.88,0.0,3
9E,ICT,7,5.0,25.0,4.29,0.0,11
9E,ICT,42,2.0,204.0,14.76,0.0,12
9E,ILM,65,1.0,511.0,19.6,3.1,1
9E,ILM,68,1.0,381.0,12.21,1.5,2
9E,ILM,64,1.0,56.0,1.58,0.0,3
9E,ILM,82,3.0,206.0,8.01,0.0,4
9E,ILM,92,1.0,229.0,7.88,0.0,5
9E,ILM,138,2.0,829.0,21.3,2.9,6
9E,ILM,152,1.0,311.0,20.08,8.6,7
9E,ILM,154,1.0,171.0,11.13,5.2,8
9E,ILM,120,1.0,149.0,6.93,0.0,9
9E,ILM,119,1.0,83.0,5.87,0.0,10
9E,ILM,122,1.0,396.0,9.2,0.0,11
9E,ILM,122,2.0,333.0,17.25,0.0,12
9E,IND,117,3.0,238.0,14.78,6.8,1
9E,IND,91,1.0,210.0,8.03,4.4,2
9E,IND,252,1.0,219.0,7.97,0.4,3
9E,IND,256,2.0,364.0,9.02,1.2,4
9E,IND,277,1.0,847.0,12.4,0.4,5
9E,IND,220,2.0,229.0,11.65,3.6,6
9E,IND,204,1.0,333.0,22.71,5.4,7
9E,IND,225,1.0,1086.0,24.0,8.0,8
9E,IND,157,1.0,120.0,2.66,0.6,9
9E,IND,168,1.0,337.0,7.85,0.0,10
9E,IND,153,2.0,155.0,4.69,0.0,11
9E,IND,169,1.0,853.0,13.51,0.0,12
9E,ITH,36,1.0,385.0,30.78,13.9,1
9E,ITH,26,28.0,225.0,12.81,3.8,2
9E,ITH,38,2.0,171.0,23.53,0.0,3
9E,ITH,48,15.0,94.0,7.94,0.0,4
9E,ITH,57,1.0,176.0,9.35,1.8,5
9E,ITH,57,4.0,194.0,12.91,10.5,6
9E,ITH,61,3.0,268.0,36.23,1.6,7
9E,ITH,58,5.0,286.0,18.98,12.1,8
9E,ITH,52,2.0,453.0,8.94,0.0,9
9E,ITH,59,7.0,154.0,5.69,0.0,10
9E,ITH,56,22.0,126.0,2.64,0.0,11
9E,ITH,48,1.0,1074.0,37.9,0.0,12
9E,JAN,9,8.0,261.0,29.89,0.0,1
9E,JAN,5,0.0,0.0,0.0,0.0,2
9E,JAN,26,2.0,75.0,14.69,0.0,9
9E,JAN,53,1.0,122.0,6.04,0.0,10
9E,JAN,60,1.0,49.0,4.02,0.0,11
9E,JAN,95,1.0,894.0,17.07,1.1,12
9E,JAX,80,2.0,860.0,21.39,2.5,1
9E,JAX,80,1.0,144.0,6.28,2.5,2
9E,JAX,105,1.0,90.0,4.83,0.0,3
9E,JAX,75,2.0,71.0,5.28,2.7,4
9E,JAX,62,1.0,144.0,13.66,1.6,5
9E,JAX,93,1.0,230.0,10.66,2.2,6
9E,JAX,94,2.0,1147.0,23.43,6.4,7
9E,JAX,90,1.0,942.0,19.06,11.1,8
9E,JAX,47,7.0,13.0,0.57,0.0,9
9E,JAX,21,1.0,1.0,0.05,0.0,10
9E,JAX,67,2.0,65.0,2.6,0.0,11
9E,JAX,71,1.0,142.0,11.48,0.0,12
9E,JFK,1281,1.0,811.0,20.56,5.2,1
9E,JFK,1218,1.0,645.0,10.75,2.1,2
9E,JFK,1343,1.0,821.0,9.87,0.1,3
9E,JFK,1367,1.0,965.0,12.05,1.7,4
9E,JFK,1445,1.0,858.0,15.31,1.9,5
9E,JFK,1426,1.0,726.0,17.1,7.4,6
9E,JFK,1533,1.0,963.0,29.31,9.7,7
9E,JFK,1532,1.0,994.0,20.75,12.2,8
9E,JFK,1278,1.0,417.0,7.14,0.2,9
9E,JFK,1405,1.0,192.0,3.84,0.0,10
9E,JFK,1147,1.0,184.0,4.0,0.0,11
9E,JFK,943,1.0,1082.0,17.56,0.4,12
9E,LAN,34,5.0,280.0,21.09,2.9,1
9E,LAN,18,58.0,58.0,3.22,0.0,2
9E,LAN,6,0.0,-8.0,0.0,0.0,3
9E,LAN,24,1.0,164.0,30.96,4.2,7
9E,LAN,22,15.0,77.0,7.23,4.5,8
9E,LAN,22,3.0,48.0,3.64,0.0,9
9E,LAN,18,12.0,31.0,2.39,0.0,10
9E,LEX,55,1.0,177.0,7.98,0.0,1
9E,LEX,5,6.0,6.0,1.2,0.0,2
9E,LEX,44,6.0,126.0,8.23,0.0,3
9E,LEX,35,7.0,60.0,4.71,0.0,4
9E,LEX,5,1.0,24.0,7.8,0.0,5
9E,LEX,1,0.0,-6.0,0.0,0.0,11
9E,LEX,62,1.0,181.0,18.11,0.0,12
9E,LFT,73,7.0,225.0,21.92,4.1,1
9E,LFT,75,1.0,136.0,4.48,0.0,2
9E,LFT,88,1.0,469.0,14.73,0.0,3
9E,LFT,86,1.0,135.0,7.77,0.0,4
9E,LFT,88,1.0,210.0,11.48,1.1,5
9E,LFT,36,2.0,203.0,13.0,0.0,6
9E,LFT,31,8.0,1171.0,51.94,9.7,7
9E,LFT,4,17.0,17.0,4.25,0.0,8
9E,LFT,62,2.0,123.0,6.26,4.8,9
9E,LFT,55,1.0,80.0,3.38,0.0,10
9E,LFT,81,1.0,109.0,5.91,0.0,11
9E,LFT,101,4.0,441.0,14.91,0.0,12
9E,LGA,2051,1.0,735.0,20.41,7.8,1
9E,LGA,2174,1.0,455.0,10.75,3.9,2
9E,LGA,2326,1.0,1100.0,10.06,0.0,3
9E,LGA,2451,1.0,648.0,10.84,1.8,4
9E,LGA,2510,1.0,800.0,14.9,2.3,5
9E,LGA,2517,1.0,784.0,17.4,5.8,6
9E,LGA,2867,1.0,909.0,27.18,11.0,7
9E,LGA,2624,1.0,989.0,19.81,11.3,8
9E,LGA,2272,1.0,908.0,4.68,0.5,9
9E,LGA,2265,1.0,475.0,5.77,0.0,10
9E,LGA,2075,1.0,203.0,4.67,0.0,11
9E,LGA,1859,1.0,986.0,14.24,0.2,12
9E,LIT,32,4.0,189.0,31.88,3.1,1
9E,LIT,33,1.0,48.0,4.0,3.0,2
9E,LIT,11,1.0,59.0,7.09,0.0,3
9E,LIT,1,0.0,-3.0,0.0,0.0,4
9E,LIT,24,2.0,150.0,21.63,4.2,6
9E,LIT,31,8.0,250.0,36.55,0.0,7
9E,LIT,31,2.0,131.0,18.68,3.2,8
9E,LIT,27,6.0,47.0,3.78,0.0,9
9E,LIT,44,6.0,93.0,7.55,0.0,10
9E,LIT,24,3.0,457.0,19.67,0.0,11
9E,LIT,23,2.0,198.0,21.13,0.0,12
9E,MBS,63,1.0,90.0,2.71,0.0,4
9E,MBS,17,5.0,103.0,8.0,0.0,5
9E,MBS,2,5.0,6.0,5.5,0.0,6
9E,MBS,8,33.0,36.0,8.63,0.0,7
9E,MBS,6,27.0,103.0,37.5,0.0,8
9E,MCI,90,3.0,778.0,26.94,4.4,1
9E,MCI,95,1.0,249.0,16.07,1.1,2
9E,MCI,131,1.0,252.0,14.31,0.0,3
9E,MCI,137,1.0,271.0,8.61,1.5,4
9E,MCI,118,1.0,1047.0,16.42,4.2,5
9E,MCI,128,1.0,730.0,21.83,7.0,6
9E,MCI,184,1.0,900.0,27.22,8.7,7
9E,MCI,135,1.0,656.0,21.12,11.1,8
9E,MCI,71,2.0,183.0,6.35,0.0,9
9E,MCI,62,1.0,755.0,14.71,0.0,10
9E,MCI,22,13.0,34.0,2.14,0.0,11
9E,MCI,10,51.0,76.0,18.1,0.0,12
9E,MDT,60,1.0,230.0,15.55,3.3,1
9E,MDT,72,1.0,391.0,12.42,1.4,2
9E,MDT,46,1.0,79.0,3.13,0.0,3
9E,MDT,29,10.0,188.0,8.52,0.0,4
9E,MDT,7,1.0,16.0,2.43,0.0,5
9E,MDT,1,28.0,28.0,28.0,0.0,6
9E,MDT,8,4.0,4.0,0.5,0.0,11
9E,MDT,36,6.0,327.0,36.06,0.0,12
9E,MEM,84,1.0,1305.0,31.74,4.8,1
9E,MEM,58,1.0,99.0,7.69,3.4,2
9E,MEM,71,2.0,354.0,11.48,0.0,3
9E,MEM,72,1.0,103.0,5.46,1.4,4
9E,MEM,57,1.0,991.0,23.96,1.8,5
9E,MEM,97,1.0,100.0,8.3,2.1,6
9E,MEM,115,1.0,243.0,17.89,8.7,7
9E,MEM,97,1.0,126.0,5.33,8.2,8
9E,MEM,72,4.0,265.0,4.56,0.0,9
9E,MEM,65,2.0,213.0,3.98,0.0,10
9E,MEM,142,1.0,169.0,4.61,0.0,11
9E,MEM,113,1.0,357.0,11.42,0.0,12
9E,MGM,46,1.0,1132.0,41.89,0.0,1
9E,MGM,48,3.0,182.0,7.48,0.0,2
9E,MGM,57,1.0,186.0,12.33,0.0,3
9E,MGM,80,2.0,102.0,4.6,0.0,4
9E,MGM,19,5.0,5.0,0.26,0.0,5
9E,MGM,46,1.0,96.0,6.91,0.0,6
9E,MGM,80,1.0,366.0,27.13,5.0,7
9E,MGM,93,1.0,289.0,4.58,1.1,8
9E,MGM,109,1.0,221.0,12.78,0.9,9
9E,MGM,114,2.0,326.0,8.62,0.0,10
9E,MGM,123,1.0,242.0,11.82,0.0,11
9E,MGM,103,2.0,563.0,21.06,0.0,12
9E,MIA,7,4.0,82.0,32.43,0.0,1
9E,MIA,8,49.0,99.0,44.88,0.0,12
9E,MKE,45,7.0,831.0,66.93,11.1,1
9E,MKE,62,1.0,304.0,10.42,1.6,2
9E,MKE,113,1.0,576.0,20.66,0.0,3
9E,MKE,113,1.0,969.0,17.99,0.0,4
9E,MKE,87,1.0,1114.0,33.37,2.3,5
9E,MKE,54,8.0,766.0,50.13,5.6,6
9E,MKE,68,2.0,198.0,24.71,8.8,7
9E,MKE,67,1.0,171.0,18.21,7.5,8
9E,MKE,61,10.0,161.0,8.98,0.0,9
9E,MKE,71,1.0,99.0,2.9,0.0,10
9E,MKE,67,1.0,120.0,5.57,0.0,11
9E,MKE,54,1.0,144.0,10.56,0.0,12
9E,MLI,60,1.0,477.0,37.98,8.3,1
9E,MLI,57,2.0,339.0,11.65,0.0,2
9E,MLI,61,3.0,131.0,9.64,0.0,3
9E,MLI,60,4.0,37.0,2.83,0.0,4
9E,MLI,60,1.0,350.0,23.33,0.0,5
9E,MLI,59,1.0,149.0,9.19,0.0,6
9E,MLI,62,1.0,297.0,14.11,9.7,7
9E,MLI,61,2.0,230.0,7.44,4.9,8
9E,MLI,60,3.0,128.0,6.2,0.0,9
9E,MLI,60,2.0,19.0,0.73,0.0,10
9E,MLI,57,1.0,381.0,15.79,0.0,11
9E,MLI,57,2.0,210.0,12.4,1.8,12
9E,MLU,58,2.0,885.0,50.81,3.4,1
9E,MLU,58,1.0,166.0,9.76,0.0,2
9E,MLU,62,2.0,277.0,7.35,0.0,3
9E,MLU,60,2.0,40.0,6.3,0.0,4
9E,MLU,61,1.0,341.0,25.93,0.0,5
9E,MLU,77,4.0,207.0,8.49,0.0,6
9E,MLU,84,2.0,254.0,27.63,4.8,7
9E,MLU,80,3.0,491.0,23.21,0.0,8
9E,MLU,78,1.0,272.0,11.46,0.0,9
9E,MLU,84,2.0,38.0,1.42,0.0,10
9E,MLU,76,2.0,386.0,24.0,0.0,11
9E,MLU,71,1.0,228.0,15.06,1.4,12
9E,MOB,32,1.0,61.0,9.63,3.1,1
9E,MOB,33,6.0,34.0,2.73,0.0,2
9E,MOB,70,1.0,193.0,10.21,0.0,3
9E,MOB,85,5.0,216.0,6.62,0.0,4
9E,MOB,67,2.0,367.0,14.03,0.0,5
9E,MOB,43,8.0,39.0,2.93,0.0,6
9E,MOB,54,4.0,218.0,22.52,9.3,7
9E,MOB,47,1.0,136.0,4.06,0.0,8
9E,MOB,67,1.0,1136.0,26.99,0.0,9
9E,MOB,74,1.0,68.0,2.18,0.0,10
9E,MOB,77,2.0,105.0,5.05,0.0,11
9E,MOB,118,1.0,339.0,19.45,0.8,12
9E,MQT,23,3.0,44.0,4.65,13.0,1
9E,MQT,16,10.0,87.0,10.5,0.0,2
9E,MQT,22,1.0,71.0,6.55,0.0,3
9E,MQT,22,1.0,74.0,7.05,0.0,5
9E,MQT,5,0.0,-10.0,0.0,0.0,6
9E,MSN,39,3.0,97.0,6.49,0.0,1
9E,MSN,46,1.0,395.0,16.76,2.2,2
9E,MSN,41,5.0,266.0,13.27,0.0,3
9E,MSN,15,3.0,11.0,1.2,0.0,4
9E,MSN,47,1.0,119.0,5.11,4.3,5
9E,MSN,120,1.0,712.0,24.41,0.0,6
9E,MSN,112,2.0,204.0,13.62,8.9,7
9E,MSN,94,2.0,278.0,12.83,3.2,8
9E,MSN,56,2.0,30.0,1.79,0.0,9
9E,MSN,73,2.0,147.0,3.44,0.0,10
9E,MSN,32,11.0,126.0,11.03,0.0,11
9E,MSN,59,1.0,64.0,9.76,1.7,12
9E,MSP,650,1.0,731.0,19.38,2.3,1
9E,MSP,468,1.0,273.0,6.9,0.2,2
9E,MSP,558,1.0,893.0,12.51,0.7,3
9E,MSP,668,1.0,129.0,3.74,0.0,4
9E,MSP,653,1.0,832.0,8.65,0.2,5
9E,MSP,626,1.0,753.0,22.23,0.2,6
9E,MSP,659,1.0,789.0,22.76,4.2,7
9E,MSP,622,1.0,849.0,12.91,1.6,8
9E,MSP,575,1.0,720.0,6.37,0.0,9
9E,MSP,547,1.0,297.0,4.45,0.0,10
9E,MSP,585,1.0,138.0,6.07,0.0,11
9E,MSP,761,1.0,766.0,15.91,0.1,12
9E,MSY,1,0.0,-13.0,0.0,0.0,1
9E,MYR,28,10.0,210.0,22.54,0.0,1
9E,MYR,25,1.0,192.0,9.0,4.0,2
9E,MYR,27,8.0,81.0,3.3,0.0,3
9E,MYR,45,9.0,87.0,2.78,0.0,4
9E,MYR,59,5.0,301.0,16.51,3.4,5
9E,MYR,67,3.0,1011.0,25.43,3.0,6
9E,MYR,75,14.0,231.0,17.03,5.3,7
9E,MYR,68,3.0,911.0,22.71,5.9,8
9E,MYR,36,9.0,9.0,0.25,0.0,9
9E,MYR,31,2.0,3.0,0.16,0.0,10
9E,MYR,27,1.0,140.0,6.74,0.0,11
9E,MYR,26,7.0,157.0,16.0,0.0,12
9E,OAJ,36,1.0,1157.0,49.22,0.0,1
9E,OAJ,29,3.0,72.0,2.59,0.0,2
9E,OAJ,31,1.0,244.0,15.16,0.0,3
9E,OAJ,29,2.0,86.0,5.55,0.0,4
9E,OAJ,31,11.0,90.0,11.13,0.0,5
9E,OAJ,30,3.0,30.0,1.67,0.0,6
9E,OAJ,11,3.0,15.0,3.55,0.0,7
9E,OAJ,1,71.0,71.0,71.0,0.0,8
9E,OAJ,63,1.0,951.0,30.9,0.0,9
9E,OAJ,84,1.0,76.0,1.2,0.0,10
9E,OAJ,92,2.0,74.0,3.2,0.0,11
9E,OAJ,99,3.0,474.0,17.3,0.0,12
9E,OKC,2,171.0,171.0,85.5,0.0,10
9E,OKC,2,8.0,8.0,4.0,0.0,11
9E,OMA,32,3.0,177.0,15.5,3.1,1
9E,OMA,68,1.0,261.0,10.76,1.5,2
9E,OMA,22,4.0,25.0,1.32,0.0,3
9E,OMA,18,2.0,134.0,19.67,0.0,4
9E,OMA,24,18.0,779.0,142.71,0.0,5
9E,OMA,47,2.0,271.0,16.02,4.3,6
9E,OMA,60,1.0,313.0,17.58,10.0,7
9E,OMA,60,1.0,168.0,7.52,8.3,8
9E,OMA,52,1.0,43.0,2.35,0.0,9
9E,OMA,50,4.0,64.0,4.24,0.0,10
9E,OMA,34,2.0,84.0,2.74,0.0,11
9E,OMA,18,11.0,42.0,2.94,0.0,12
9E,ORD,7,27.0,27.0,3.86,0.0,1
9E,ORD,44,1.0,266.0,21.11,0.0,3
9E,ORD,16,1.0,72.0,13.5,6.3,4
9E,ORD,1,83.0,83.0,83.0,0.0,6
9E,ORD,5,0.0,-2.0,0.0,0.0,7
9E,ORD,3,0.0,-4.0,0.0,0.0,10
9E,ORD,3,8.0,46.0,18.0,0.0,11
9E,ORF,159,3.0,519.0,18.37,5.7,1
9E,ORF,179,2.0,343.0,8.5,2.8,2
9E,ORF,190,1.0,156.0,6.73,0.0,3
9E,ORF,196,2.0,371.0,14.44,2.0,4
9E,ORF,203,1.0,299.0,16.14,0.0,5
9E,ORF,202,1.0,404.0,20.64,2.0,6
9E,ORF,187,1.0,1024.0,40.66,9.1,7
9E,ORF,182,1.0,437.0,16.95,11.0,8
9E,ORF,189,1.0,290.0,10.14,0.0,9
9E,ORF,149,1.0,305.0,10.01,0.0,10
9E,ORF,154,1.0,919.0,17.74,0.0,11
9E,ORF,162,1.0,491.0,14.62,0.6,12
9E,ORH,18,50.0,66.0,6.44,22.2,1
9E,ORH,16,1.0,1.0,0.06,12.5,2
9E,ORH,23,2.0,89.0,4.48,0.0,3
9E,ORH,20,1.0,134.0,12.5,10.0,4
9E,ORH,27,2.0,160.0,14.37,3.7,5
9E,ORH,25,27.0,909.0,46.84,4.0,6
9E,ORH,27,1.0,1027.0,78.85,3.7,7
9E,ORH,25,15.0,298.0,35.08,12.0,8
9E,ORH,26,4.0,25.0,1.81,0.0,9
9E,ORH,26,6.0,91.0,10.38,0.0,10
9E,ORH,24,1.0,135.0,9.21,0.0,11
9E,ORH,17,11.0,951.0,73.76,5.9,12
9E,PHL,49,5.0,173.0,21.43,0.0,1
9E,PHL,38,6.0,110.0,3.05,0.0,2
9E,PHL,16,4.0,20.0,1.5,0.0,3
9E,PHL,22,4.0,371.0,17.32,0.0,11
9E,PHL,17,1.0,131.0,11.06,0.0,12
9E,PIT,137,1.0,948.0,30.34,3.6,1
9E,PIT,128,2.0,192.0,7.58,1.6,2
9E,PIT,171,1.0,209.0,8.43,0.0,3
9E,PIT,163,1.0,1011.0,18.23,0.0,4
9E,PIT,158,1.0,242.0,12.68,2.5,5
9E,PIT,156,1.0,942.0,28.79,3.8,6
9E,PIT,163,1.0,857.0,44.88,9.8,7
9E,PIT,162,2.0,889.0,38.4,9.9,8
9E,PIT,116,1.0,945.0,14.96,0.0,9
9E,PIT,147,3.0,792.0,7.98,0.0,10
9E,PIT,91,1.0,115.0,7.78,0.0,11
9E,PIT,97,2.0,211.0,15.18,0.0,12
9E,PNS,42,1.0,131.0,13.48,2.4,1
9E,PNS,30,1.0,961.0,44.37,3.3,2
9E,PNS,31,4.0,1089.0,42.71,0.0,3
9E,PNS,29,5.0,359.0,27.41,0.0,4
9E,PNS,31,3.0,197.0,21.35,0.0,5
9E,PNS,11,3.0,171.0,31.82,0.0,6
9E,PNS,10,18.0,82.0,25.6,0.0,7
9E,PNS,5,56.0,56.0,11.2,20.0,8
9E,PNS,2,0.0,-20.0,0.0,0.0,9
9E,PNS,18,1.0,23.0,1.61,0.0,11
9E,PNS,46,3.0,1021.0,39.15,0.0,12
9E,PVD,109,1.0,396.0,28.95,8.3,1
9E,PVD,103,3.0,315.0,7.3,3.9,2
9E,PVD,113,1.0,123.0,8.69,0.0,3
9E,PVD,73,6.0,688.0,25.85,2.7,4
9E,PVD,35,1.0,1.0,0.03,0.0,5
9E,PVD,32,4.0,132.0,12.88,3.1,6
9E,PVD,27,1.0,1135.0,79.04,0.0,7
9E,PVD,26,3.0,1024.0,101.88,3.8,8
9E,PVD,26,0.0,-11.0,0.0,0.0,9
9E,PVD,43,8.0,19.0,0.63,0.0,10
9E,PVD,44,17.0,158.0,10.05,0.0,11
9E,PVD,78,8.0,209.0,10.28,0.0,12
9E,PWM,151,1.0,286.0,19.66,6.6,1
9E,PWM,148,1.0,502.0,10.97,3.4,2
9E,PWM,107,1.0,117.0,4.32,0.0,3
9E,PWM,21,9.0,1122.0,101.29,4.8,4
9E,PWM,49,2.0,1151.0,29.51,2.0,5
9E,PWM,88,5.0,380.0,35.89,5.7,6
9E,PWM,72,2.0,1057.0,62.9,11.1,7
9E,PWM,87,3.0,1269.0,49.69,9.2,8
9E,PWM,16,7.0,144.0,13.38,0.0,9
9E,PWM,48,3.0,290.0,14.35,0.0,10
9E,PWM,32,1.0,381.0,16.38,0.0,11
9E,PWM,27,3.0,34.0,4.04,0.0,12
9E,RAP,20,7.0,951.0,89.3,0.0,6
9E,RAP,26,2.0,312.0,37.62,0.0,7
9E,RAP,3,23.0,40.0,29.67,0.0,8
9E,RAP,56,1.0,199.0,5.91,0.0,11
9E,RAP,87,1.0,107.0,8.41,0.0,12
9E,RDU,452,1.0,896.0,24.89,3.1,1
9E,RDU,499,1.0,857.0,10.84,1.4,2
9E,RDU,592,1.0,229.0,11.24,0.2,3
9E,RDU,586,1.0,952.0,14.81,1.7,4
9E,RDU,556,1.0,1018.0,23.5,1.8,5
9E,RDU,550,1.0,908.0,20.3,5.5,6
9E,RDU,551,1.0,360.0,30.19,11.4,7
9E,RDU,546,1.0,924.0,31.18,9.9,8
9E,RDU,516,1.0,355.0,12.54,0.2,9
9E,RDU,540,1.0,372.0,9.22,0.0,10
9E,RDU,483,1.0,223.0,10.38,0.0,11
9E,RDU,416,1.0,249.0,18.43,0.2,12
9E,RIC,139,1.0,1101.0,34.29,2.9,1
9E,RIC,146,1.0,416.0,13.96,2.7,2
9E,RIC,143,2.0,151.0,10.73,0.0,3
9E,RIC,183,1.0,932.0,14.22,0.5,4
9E,RIC,176,1.0,401.0,20.23,1.1,5
9E,RIC,185,1.0,779.0,24.37,5.4,6
9E,RIC,221,1.0,933.0,29.12,10.0,7
9E,RIC,235,2.0,264.0,16.74,9.4,8
9E,RIC,165,1.0,143.0,6.61,0.0,9
9E,RIC,124,1.0,781.0,15.16,0.0,10
9E,RIC,117,1.0,179.0,4.8,0.0,11
9E,RIC,128,3.0,317.0,18.09,0.0,12
9E,ROA,81,3.0,777.0,31.02,6.2,1
9E,ROA,75,2.0,188.0,6.63,1.3,2
9E,ROA,84,1.0,115.0,5.24,0.0,3
9E,ROA,82,1.0,497.0,22.72,0.0,4
9E,ROA,87,1.0,121.0,9.86,0.0,5
9E,ROA,64,1.0,256.0,11.39,0.0,6
9E,ROA,59,2.0,282.0,25.75,3.4,7
9E,ROA,64,6.0,203.0,9.38,7.8,8
9E,ROA,80,1.0,523.0,15.04,1.3,9
9E,ROA,71,1.0,74.0,2.85,0.0,10
9E,ROA,91,1.0,229.0,6.16,0.0,11
9E,ROA,88,3.0,830.0,32.67,4.5,12
9E,ROC,190,1.0,816.0,27.03,6.3,1
9E,ROC,169,1.0,307.0,10.26,2.4,2
9E,ROC,208,1.0,303.0,12.45,0.0,3
9E,ROC,210,1.0,499.0,13.84,2.9,4
9E,ROC,257,1.0,406.0,9.64,1.2,5
9E,ROC,230,1.0,539.0,16.12,6.1,6
9E,ROC,234,1.0,606.0,24.38,11.1,7
9E,ROC,227,1.0,1184.0,25.61,11.0,8
9E,ROC,183,1.0,137.0,4.27,0.0,9
9E,ROC,219,1.0,157.0,2.39,0.0,10
9E,ROC,229,1.0,67.0,2.35,0.0,11
9E,ROC,226,1.0,1059.0,21.19,0.0,12
9E,RST,57,1.0,222.0,15.7,7.0,1
9E,RST,20,0.0,-2.0,0.0,0.0,2
9E,RST,9,0.0,-1.0,0.0,0.0,3
9E,RST,26,1.0,204.0,11.42,0.0,4
9E,RST,24,9.0,220.0,34.96,0.0,6
9E,RST,27,3.0,865.0,66.04,3.7,7
9E,RST,23,1.0,139.0,23.57,0.0,8
9E,RST,36,2.0,50.0,5.86,0.0,9
9E,RST,4,17.0,17.0,4.25,0.0,10
9E,RST,10,1.0,21.0,2.8,0.0,12
9E,RSW,7,21.0,78.0,18.57,0.0,1
9E,RSW,12,17.0,60.0,13.92,0.0,12
9E,SAV,164,3.0,405.0,17.2,4.9,1
9E,SAV,166,1.0,332.0,11.14,1.8,2
9E,SAV,180,1.0,795.0,14.17,0.0,3
9E,SAV,174,1.0,1159.0,16.32,2.3,4
9E,SAV,107,3.0,376.0,16.97,1.9,5
9E,SAV,164,2.0,312.0,14.65,7.3,6
9E,SAV,178,2.0,904.0,28.38,10.7,7
9E,SAV,177,1.0,706.0,23.53,11.3,8
9E,SAV,152,1.0,369.0,11.4,1.3,9
